Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2000,2000-10-01,5,5,27.276,NYG,TEN,True,17,36,47.22,197,2,3,48.0,1,6,5.47,2.83,3,19,6.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,0,-5,0,True,False,14,28,Kerry Collins
2000,2000-10-08,6,6,27.283,NYG,ATL,True,14,25,56.00,151,0,2,40.6,0,0,6.04,2.44,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,13,6,Kerry Collins
2000,2000-10-15,7,7,27.290,NYG,DAL,True,14,25,56.00,119,1,0,81.9,2,11,4.76,5.56,3,22,7.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,19,14,Kerry Collins
2000,2000-10-29,8,9,27.304,NYG,PHI,True,22,37,59.46,253,1,0,89.1,3,21,6.84,7.38,4,3,0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,False,True,24,7,Kerry Collins
2000,2000-11-05,9,10,27.311,NYG,CLE,True,19,31,61.29,257,3,0,120.0,2,36,8.29,10.23,5,-5,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,True,True,24,3,Kerry Collins
2000,2000-11-12,10,11,27.318,NYG,STL,True,17,34,50.00,240,3,2,78.1,3,27,7.06,6.18,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,24,38,Kerry Collins
2000,2000-11-19,11,12,27.325,NYG,DET,True,29,51,56.86,350,2,1,83.0,4,30,6.86,6.76,3,18,6.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,,,,,1,1,0,0,0,0,False,False,21,31,Kerry Collins
2000,2000-11-26,12,13,27.332,NYG,ARI,True,20,30,66.67,232,1,0,101.0,1,7,7.73,8.40,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,31,7,Kerry Collins
2000,2000-12-03,13,14,27.339,NYG,WAS,True,18,29,62.07,164,0,1,63.0,0,0,5.66,4.10,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,True,True,9,7,Kerry Collins
2000,2000-12-10,14,15,27.346,NYG,PIT,True,24,35,68.57,333,2,0,117.9,1,7,9.51,10.66,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,30,10,Kerry Collins
2000,2000-12-17,15,16,27.353,NYG,DAL,True,12,26,46.15,140,1,1,59.8,1,14,5.38,4.42,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,17,13,Kerry Collins
2000,2000-12-23,16,17,27.359,NYG,JAX,True,22,39,56.41,321,2,1,89.8,3,28,8.23,8.10,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,False,True,28,25,Kerry Collins
2001,2001-09-10,1,1,28.254,NYG,DEN,True,19,34,55.88,258,3,0,109.7,3,13,7.59,9.35,3,5,1.67,0,1,1,-2,-2.00,0,100.0%,-2.00,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,20,31,Kerry Collins
2001,2001-09-23,2,2,28.267,NYG,KAN,True,20,34,58.82,208,0,3,39.8,1,7,6.12,2.15,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,-9,0,True,True,13,3,Kerry Collins
2001,2001-09-30,3,3,28.274,NYG,NOR,True,9,18,50.00,135,1,0,93.5,5,35,7.50,8.61,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,0,0,0,False,True,21,13,Kerry Collins
2001,2001-10-07,4,4,28.281,NYG,WAS,True,15,29,51.72,177,1,2,53.4,1,10,6.10,3.69,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,23,9,Kerry Collins
2001,2001-10-14,5,5,28.288,NYG,STL,True,17,32,53.13,242,1,2,62.2,3,15,7.56,5.38,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,14,15,Kerry Collins
2001,2001-10-22,6,6,28.296,NYG,PHI,True,21,33,63.64,162,0,0,75.6,3,20,4.91,4.91,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,1,-7,0,False,False,9,10,Kerry Collins
2001,2001-10-28,7,7,28.302,NYG,WAS,True,32,52,61.54,346,3,1,92.3,1,0,6.65,6.94,4,9,2.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,1,-7,0,True,False,21,35,Kerry Collins
2001,2001-11-04,8,8,28.309,NYG,DAL,True,24,34,70.59,280,3,2,100.1,4,15,8.24,7.35,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,0,0,0,False,True,27,24,Kerry Collins
2001,2001-11-11,9,9,28.316,NYG,ARI,True,15,24,62.50,155,1,1,77.6,2,7,6.46,5.42,4,-2,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,0,0,1,-1,0,True,True,17,10,Kerry Collins
2001,2001-11-19,10,10,28.324,NYG,MIN,True,21,37,56.76,321,0,2,63.0,4,24,8.68,6.24,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,3,0,0,1,0,0,True,False,16,28,Kerry Collins
2001,2001-11-25,11,11,28.330,NYG,OAK,True,19,38,50.00,184,0,0,63.9,3,24,4.84,4.84,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,1,-2,0,False,False,10,28,Kerry Collins
2001,2001-12-09,12,13,28.344,NYG,DAL,True,13,26,50.00,122,1,1,60.1,1,2,4.69,3.73,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,0,0,0,0,0,True,False,13,20,Kerry Collins
2001,2001-12-15,13,14,28.350,NYG,ARI,True,14,32,43.75,147,2,0,78.5,1,8,4.59,5.84,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,1,-3,0,False,True,17,13,Kerry Collins
2001,2001-12-23,14,15,28.358,NYG,SEA,True,30,47,63.83,338,1,0,92.3,1,6,7.19,7.62,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,False,True,27,24,Kerry Collins
2001,2001-12-30,15,16,29.000,NYG,PHI,True,22,39,56.41,303,1,0,90.0,2,12,7.77,8.28,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,-10,0,True,False,21,24,Kerry Collins
2001,2002-01-06,16,17,29.007,NYG,GNB,True,36,59,61.02,386,1,2,71.7,1,8,6.54,5.36,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,3,1,0,1,-9,0,False,False,25,34,Kerry Collins
2002,2002-09-05,1,1,29.249,NYG,SFO,True,28,45,62.22,342,0,3,57.8,3,24,7.60,4.60,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,13,16,Kerry Collins
2002,2002-09-15,2,2,29.259,NYG,STL,True,22,26,84.62,307,1,1,112.7,2,16,11.81,10.85,7,3,0.43,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,26,21,Kerry Collins
2002,2002-09-22,3,3,29.266,NYG,SEA,True,23,38,60.53,282,0,0,83.4,3,25,7.42,7.42,3,-4,-1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,9,6,Kerry Collins
2002,2002-09-29,4,4,29.273,NYG,ARI,True,19,36,52.78,199,0,2,45.9,1,3,5.53,3.03,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,7,21,Kerry Collins
2002,2002-10-06,5,5,29.280,NYG,DAL,True,18,27,66.67,228,3,1,114.4,2,16,8.44,9.00,5,-4,-0.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,2,1,0,1,0,0,True,True,21,17,Kerry Collins
2002,2002-10-13,6,6,29.287,NYG,ATL,True,20,31,64.52,204,1,1,80.6,3,14,6.58,5.77,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,10,17,Kerry Collins
2002,2002-10-28,7,8,29.302,NYG,PHI,True,20,34,58.82,251,0,0,81.9,1,6,7.38,7.38,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,2,0,0,1,-6,0,True,False,3,17,Kerry Collins
2002,2002-11-03,8,9,29.308,NYG,JAX,True,20,28,71.43,228,1,0,107.4,3,11,8.14,8.86,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,24,17,Kerry Collins
2002,2002-11-10,9,10,29.315,NYG,MIN,True,25,35,71.43,300,2,1,104.5,1,9,8.57,8.43,3,-4,-1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,27,20,Kerry Collins
2002,2002-11-17,10,11,29.322,NYG,WAS,True,22,46,47.83,211,1,2,50.2,0,0,4.59,3.07,4,-5,-1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,False,True,19,17,Kerry Collins
2002,2002-11-24,11,12,29.329,NYG,HOU,True,18,41,43.90,214,1,2,48.2,2,13,5.22,3.51,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,14,16,Kerry Collins
2002,2002-12-01,12,13,29.336,NYG,TEN,True,22,36,61.11,283,2,0,104.3,1,0,7.86,8.97,2,-4,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,29,32,Kerry Collins
2002,2002-12-08,13,14,29.343,NYG,WAS,True,17,31,54.84,212,2,0,97.8,1,7,6.84,8.13,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,27,21,Kerry Collins
2002,2002-12-15,14,15,29.350,NYG,DAL,True,13,27,48.15,190,0,0,71.5,0,0,7.04,7.04,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,,0,0,-1,0,False,True,37,7,Kerry Collins
2002,2002-12-22,15,16,29.357,NYG,IND,True,23,29,79.31,366,4,0,158.3,0,0,12.62,15.38,5,-3,-0.60,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,44,27,Kerry Collins
2002,2002-12-28,16,17,29.363,NYG,PHI,True,25,35,71.43,256,1,1,89.7,1,8,7.31,6.60,6,8,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,3,,0,2,-8,0,False,True,10,7,Kerry Collins
2003,2003-09-07,1,1,30.251,NYG,STL,True,14,26,53.85,202,0,0,79.3,2,15,7.77,7.77,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,2,1,0,1,0,0,False,True,23,13,Kerry Collins
2003,2003-09-15,2,2,30.259,NYG,DAL,True,21,51,41.18,265,3,2,61.3,2,9,5.20,4.61,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,0,0,0,0,0,False,False,32,35,Kerry Collins
2003,2003-09-21,3,3,30.265,NYG,WAS,True,24,39,61.54,276,3,0,108.5,1,6,7.08,8.62,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,True,True,24,21,Kerry Collins
2003,2003-10-05,4,5,30.279,NYG,MIA,True,31,43,72.09,276,0,3,59.8,1,3,6.42,3.28,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,10,23,Kerry Collins
2003,2003-10-12,5,6,30.286,NYG,NWE,True,35,59,59.32,314,0,4,45.4,2,8,5.32,2.27,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,6,17,Kerry Collins
2003,2003-10-19,6,7,30.293,NYG,PHI,True,22,36,61.11,174,1,0,82.4,3,15,4.83,5.39,4,28,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,0,-18,0,False,False,10,14,Kerry Collins
2003,2003-10-26,7,8,30.300,NYG,MIN,True,23,39,58.97,375,2,1,97.7,1,8,9.62,9.49,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,29,17,Kerry Collins
2003,2003-11-02,8,9,30.307,NYG,NYJ,True,24,40,60.00,303,2,0,100.3,1,5,7.58,8.58,1,-1,-1.00,0,0,0,0,,0,0.0%,,1,0,2,0.0,,,,,,0,,0,0,0,0,True,True,31,28,Kerry Collins
2003,2003-11-09,9,10,30.314,NYG,ATL,True,25,40,62.50,202,0,2,54.4,2,9,5.05,2.80,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,False,False,7,27,Kerry Collins
2003,2003-11-16,10,11,30.321,NYG,PHI,True,25,44,56.82,268,1,1,72.9,3,16,6.09,5.52,1,-3,-3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,10,28,Kerry Collins
2003,2003-11-24,11,12,30.329,NYG,TAM,True,18,34,52.94,160,0,2,41.3,3,27,4.71,2.06,2,22,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,3,2,0,1,-6,0,True,False,13,19,Kerry Collins
2003,2003-11-30,12,13,30.335,NYG,BUF,True,17,35,48.57,233,1,0,79.8,6,35,6.66,7.23,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,2,1,0,1,0,0,False,False,7,24,Kerry Collins
2003,2003-12-07,13,14,30.342,NYG,WAS,True,5,14,35.71,62,0,1,20.5,1,8,4.43,1.21,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,7,20,Kerry Collins
2003,2003-12-14,14,15,,NYG,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,45,Kerry Collins
2003,2003-12-21,15,16,,NYG,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,3,19,Kerry Collins
2003,2003-12-28,16,17,,NYG,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,24,37,Kerry Collins
2004,2004-09-12,1,1,,OAK,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,21,24,Kerry Collins
2004,2004-09-19,2,2,,OAK,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,13,10,Kerry Collins
2004,2004-09-26,3,3,31.271,OAK,TAM,False,16,27,59.26,228,1,1,83.6,1,12,8.44,7.52,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,30,20,Kerry Collins
2004,2004-10-03,4,4,31.278,OAK,HOU,True,21,38,55.26,237,0,3,41.2,1,13,6.24,2.68,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,0,0,0,-5,0,True,False,17,30,Kerry Collins
2004,2004-10-10,5,5,31.285,OAK,IND,True,28,44,63.64,245,1,3,57.5,4,29,5.57,2.95,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,True,False,14,35,Kerry Collins
2004,2004-10-17,6,6,31.292,OAK,DEN,True,15,31,48.39,136,0,1,47.2,4,22,4.39,2.94,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,3,31,Kerry Collins
2004,2004-10-24,7,7,31.299,OAK,NOR,True,26,45,57.78,350,2,1,88.2,0,0,7.78,7.67,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,26,31,Kerry Collins
2004,2004-10-31,8,8,31.306,OAK,SDG,True,24,39,61.54,263,1,2,68.6,1,4,6.74,4.95,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,14,42,Kerry Collins
2004,2004-11-07,9,9,31.313,OAK,CAR,True,20,32,62.50,231,0,1,71.2,2,3,7.22,5.81,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,27,24,Kerry Collins
2004,2004-11-21,10,11,31.327,OAK,SDG,True,18,30,60.00,227,2,0,105.8,1,7,7.57,8.90,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,17,23,Kerry Collins
2004,2004-11-28,11,12,31.334,OAK,DEN,True,26,45,57.78,339,4,2,92.7,1,5,7.53,7.31,3,7,2.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,0,0,1,-11,0,True,True,25,24,Kerry Collins
2004,2004-12-05,12,13,31.341,OAK,KAN,True,27,41,65.85,343,3,0,116.2,3,10,8.37,9.83,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,27,34,Kerry Collins
2004,2004-12-12,13,14,31.348,OAK,ATL,True,14,28,50.00,166,0,1,53.6,1,1,5.93,4.32,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,10,35,Kerry Collins
2004,2004-12-19,14,15,31.355,OAK,TEN,True,21,37,56.76,371,5,1,119.5,2,13,10.03,11.51,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,40,35,Kerry Collins
2004,2004-12-25,15,16,31.361,OAK,KAN,True,18,37,48.65,217,2,1,73.8,2,17,5.86,5.73,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,30,31,Kerry Collins
2004,2005-01-02,16,17,32.003,OAK,JAX,True,15,39,38.46,142,0,3,17.3,2,8,3.64,0.18,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,3,1,0,1,-5,0,False,False,6,13,Kerry Collins
2005,2005-09-08,1,1,32.252,OAK,NWE,True,18,39,46.15,265,3,0,94.5,2,19,6.79,8.33,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,True,False,20,30,Kerry Collins
2005,2005-09-18,2,2,32.262,OAK,KAN,True,21,35,60.00,263,1,0,92.9,2,8,7.51,8.09,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,False,False,17,23,Kerry Collins
2005,2005-09-25,3,3,32.269,OAK,PHI,True,24,42,57.14,345,2,0,99.8,1,1,8.21,9.17,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,0,0,0,0,0,True,False,20,23,Kerry Collins
2005,2005-10-02,4,4,32.276,OAK,DAL,True,13,23,56.52,218,0,0,88.7,3,14,9.48,9.48,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,True,19,13,Kerry Collins
2005,2005-10-16,5,6,32.290,OAK,SDG,True,24,48,50.00,292,0,1,60.4,4,21,6.08,5.15,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,14,27,Kerry Collins
2005,2005-10-23,6,7,32.297,OAK,BUF,True,19,27,70.37,261,1,0,113.3,2,7,9.67,10.41,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,0,-1,0,False,True,38,17,Kerry Collins
2005,2005-10-30,7,8,32.304,OAK,TEN,True,17,29,58.62,238,3,1,105.2,2,6,8.21,8.72,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,True,True,34,25,Kerry Collins
2005,2005-11-06,8,9,32.311,OAK,KAN,True,21,40,52.50,175,2,1,70.3,1,13,4.38,4.25,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,0,0,0,-7,0,True,False,23,27,Kerry Collins
2005,2005-11-13,9,10,32.318,OAK,DEN,True,26,50,52.00,310,2,3,59.6,4,35,6.20,4.30,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,False,False,17,31,Kerry Collins
2005,2005-11-20,10,11,32.325,OAK,WAS,True,19,36,52.78,289,1,1,77.2,1,3,8.03,7.33,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,True,16,13,Kerry Collins
2005,2005-11-27,11,12,32.332,OAK,MIA,True,21,37,56.76,226,0,2,52.3,7,41,6.11,3.68,2,23,11.50,1,0,0,0,,0,0.0%,,,1,6,0.0,,,,,,2,1,0,0,0,0,False,False,21,33,Kerry Collins
2005,2005-12-04,12,13,32.339,OAK,SDG,True,22,40,55.00,236,1,1,70.4,3,26,5.90,5.28,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,10,34,Kerry Collins
2005,2005-12-11,13,14,,OAK,NYJ,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,10,26,Kerry Collins
2005,2005-12-18,14,15,32.353,OAK,CLE,True,14,30,46.67,132,1,1,56.5,3,19,4.40,3.57,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,0,0,1,-8,0,False,False,7,9,Kerry Collins
2005,2005-12-24,15,16,32.359,OAK,DEN,True,17,41,41.46,178,0,1,44.6,1,17,4.34,3.24,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,True,False,3,22,Kerry Collins
2005,2005-12-31,16,17,33.001,OAK,NYG,True,26,48,54.17,331,3,0,96.8,3,31,6.90,8.15,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,False,False,21,30,Kerry Collins
2006,2006-09-10,1,1,33.254,TEN,NYJ,True,17,38,44.74,223,0,2,41.9,2,8,5.87,3.50,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,False,False,16,23,Kerry Collins
2006,2006-09-17,2,2,33.261,TEN,SDG,True,6,19,31.58,57,0,2,1.3,0,0,3.00,-1.74,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,7,40,Kerry Collins
2006,2006-09-24,3,3,33.268,TEN,MIA,True,19,33,57.58,269,1,2,68.9,2,15,8.15,6.03,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,True,False,10,13,Kerry Collins
2006,2006-10-01,4,4,,TEN,DAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,14,45,Kerry Collins
2006,2006-10-08,5,5,,TEN,IND,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,13,14,Kerry Collins
