Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-12-28,16,17,26.100,STL,@,SEA,L 6-20,True,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,89%,0,0%,0,0%,True,Kenny Britt
2015,2015-09-13,1,1,26.359,STL,,SEA,W 34-31,True,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,79%,0,0%,0,0%,False,Kenny Britt
2015,2015-09-20,2,2,27.001,STL,@,WAS,L 10-24,True,4,2,44,22.00,1,50.0%,11.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,48,92%,0,0%,0,0%,True,Kenny Britt
2015,2015-09-27,3,3,27.008,STL,,PIT,L 6-12,True,10,7,102,14.57,0,70.0%,10.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,36,72%,0,0%,0,0%,False,Kenny Britt
2015,2015-10-04,4,4,27.015,STL,@,ARI,W 24-22,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,92%,0,0%,0,0%,True,Kenny Britt
2015,2015-10-11,5,5,27.022,STL,@,GNB,L 10-24,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,74%,0,0%,0,0%,True,Kenny Britt
2015,2015-10-25,6,7,27.036,STL,,CLE,W 24-6,True,2,1,41,41.00,0,50.0%,20.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,62%,0,0%,0,0%,False,Kenny Britt
2015,2015-11-01,7,8,27.043,STL,,SFO,W 27-6,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,59%,0,0%,0,0%,False,Kenny Britt
2015,2015-11-08,8,9,27.050,STL,@,MIN,L 18-21,True,5,3,87,29.00,0,60.0%,17.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,55%,0,0%,0,0%,True,Kenny Britt
2015,2015-11-15,9,10,27.057,STL,,CHI,L 13-37,True,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,65%,0,0%,0,0%,False,Kenny Britt
2015,2015-11-22,10,11,27.064,STL,@,BAL,L 13-16,True,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,34,56%,0,0%,0,0%,True,Kenny Britt
2015,2015-11-29,11,12,27.071,STL,@,CIN,L 7-31,True,11,6,63,10.50,0,54.5%,5.73,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,67%,0,0%,0,0%,True,Kenny Britt
2015,2015-12-06,12,13,27.078,STL,,ARI,L 3-27,True,6,2,41,20.50,0,33.3%,6.83,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,25,50%,0,0%,0,0%,False,Kenny Britt
2015,2015-12-13,13,14,27.085,STL,,DET,W 21-14,True,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,78%,0,0%,1,4%,False,Kenny Britt
2015,2015-12-17,14,15,27.089,STL,,TAM,W 31-23,False,2,2,71,35.50,1,100.0%,35.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,33,63%,0,0%,1,3%,False,Kenny Britt
2015,2015-12-27,15,16,27.099,STL,@,SEA,W 23-17,False,4,3,49,16.33,1,75.0%,12.25,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,21,38%,0,0%,1,4%,True,Kenny Britt
2015,2016-01-03,16,17,27.106,STL,@,SFO,L 16-19,False,5,3,81,27.00,0,60.0%,16.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,79%,0,0%,0,0%,True,Kenny Britt
2016,2016-09-12,1,1,27.359,LAR,@,SFO,L 0-28,True,6,4,67,16.75,0,66.7%,11.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,97%,0,0%,0,0%,True,Kenny Britt
2016,2016-09-18,2,2,27.365,LAR,,SEA,W 9-3,True,10,6,94,15.67,0,60.0%,9.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,84%,0,0%,0,0%,False,Kenny Britt
2016,2016-09-25,3,3,28.006,LAR,@,TAM,W 37-32,True,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,54,83%,0,0%,1,3%,True,Kenny Britt
2016,2016-10-02,4,4,28.013,LAR,@,ARI,W 17-13,True,4,4,82,20.50,0,100.0%,20.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,78%,0,0%,0,0%,True,Kenny Britt
2016,2016-10-09,5,5,28.020,LAR,,BUF,L 19-30,True,6,5,75,15.00,0,83.3%,12.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,False,Kenny Britt
2016,2016-10-16,6,6,28.027,LAR,@,DET,L 28-31,True,8,7,136,19.43,2,87.5%,17.00,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,47,81%,0,0%,0,0%,True,Kenny Britt
2016,2016-10-23,7,7,28.034,LAR,,NYG,L 10-17,True,8,3,43,14.33,0,37.5%,5.38,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,70,89%,0,0%,0,0%,False,Kenny Britt
2016,2016-11-06,8,9,28.048,LAR,,CAR,L 10-13,True,6,4,49,12.25,1,66.7%,8.17,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,60,88%,0,0%,1,4%,False,Kenny Britt
2016,2016-11-13,9,10,28.055,LAR,@,NYJ,W 9-6,True,10,7,109,15.57,0,70.0%,10.90,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,58,84%,0,0%,0,0%,True,Kenny Britt
2016,2016-11-20,10,11,28.062,LAR,,MIA,L 10-14,True,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,False,Kenny Britt
2016,2016-11-27,11,12,28.069,LAR,@,NOR,L 21-49,True,10,5,52,10.40,1,50.0%,5.20,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,47,89%,0,0%,0,0%,True,Kenny Britt
2016,2016-12-04,12,13,28.076,LAR,@,NWE,L 10-26,True,6,2,67,33.50,1,33.3%,11.17,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,48,94%,0,0%,0,0%,True,Kenny Britt
2016,2016-12-11,13,14,28.083,LAR,,ATL,L 14-42,True,12,7,82,11.71,0,58.3%,6.83,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,False,Kenny Britt
2016,2016-12-15,14,15,28.087,LAR,@,SEA,L 3-24,True,8,4,50,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,72%,0,0%,0,0%,True,Kenny Britt
2016,2016-12-24,15,16,28.096,LAR,,SFO,L 21-22,True,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,31,53%,0,0%,0,0%,False,Kenny Britt
2016,2017-01-01,16,17,,LAR,,ARI,L 6-44,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kenny Britt
2017,2017-09-10,1,1,28.356,CLE,,PIT,L 18-21,False,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,False,Kenny Britt
2017,2017-09-17,2,2,28.363,CLE,@,BAL,L 10-24,True,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,59%,0,0%,0,0%,True,Kenny Britt
2017,2017-09-24,3,3,29.005,CLE,@,IND,L 28-31,True,10,3,54,18.00,1,30.0%,5.40,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,52,68%,0,0%,1,3%,True,Kenny Britt
2017,2017-10-01,4,4,29.012,CLE,,CIN,L 7-31,True,8,3,52,17.33,0,37.5%,6.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,71%,0,0%,0,0%,False,Kenny Britt
2017,2017-10-08,5,5,,CLE,,NYJ,L 14-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kenny Britt
2017,2017-10-15,6,6,,CLE,@,HOU,L 17-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kenny Britt
2017,2017-10-22,7,7,29.033,CLE,,TEN,L 9-12,True,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,75%,0,0%,0,0%,False,Kenny Britt
2017,2017-10-29,8,8,,CLE,,MIN,L 16-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Kenny Britt
2017,2017-11-12,9,10,29.054,CLE,@,DET,L 24-38,False,3,2,38,19.00,1,66.7%,12.67,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,55,68%,0,0%,0,0%,True,Kenny Britt
2017,2017-11-19,10,11,29.061,CLE,,JAX,L 7-19,False,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,20,36%,0,0%,0,0%,False,Kenny Britt
2017,2017-11-26,11,12,29.068,CLE,@,CIN,L 16-30,False,2,2,52,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,18,26%,0,0%,0,0%,True,Kenny Britt
2017,2017-12-03,12,13,29.075,CLE,@,LAC,L 10-19,False,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,12,19%,0,0%,0,0%,True,Kenny Britt
2017,2017-12-17,14,15,29.089,NWE,@,PIT,W 27-24,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Kenny Britt
2017,2017-12-24,15,16,29.096,NWE,,BUF,W 37-16,False,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,13%,0,0%,0,0%,False,Kenny Britt
2017,2017-12-31,16,17,29.103,NWE,,NYJ,W 26-6,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,29,34%,0,0%,0,0%,False,Kenny Britt
,116 Games,,,,,,,46-70-0,False,609,329,5137,15.61,32,54.0%,8.44,2,14,7.00,0,24,523,21.79,0,2,32,196,7,5,0,2,-2,0,,,,,,,False,Kenny Britt
