Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-10-07,4,5,31.181,CAR,,NYG,W 33-31,False,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,15,47%,False,Graham Gano
2018,2018-10-14,5,6,31.188,CAR,@,WAS,L 17-23,False,,1,0.0,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,25%,True,Graham Gano
2018,2018-10-21,6,7,31.195,CAR,@,PHI,W 21-17,False,1,2,50.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,27%,True,Graham Gano
2018,2018-10-28,7,8,31.202,CAR,,BAL,W 36-21,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,46%,False,Graham Gano
2018,2018-11-04,8,9,31.209,CAR,,TAM,W 42-28,False,6,6,100.0,,,,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,41%,False,Graham Gano
2018,2018-11-08,9,10,31.213,CAR,@,PIT,L 21-52,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,23%,True,Graham Gano
2018,2018-11-18,10,11,31.223,CAR,@,DET,L 19-20,False,1,2,50.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,26%,True,Graham Gano
2018,2018-11-25,11,12,31.230,CAR,,SEA,L 27-30,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,41%,False,Graham Gano
2018,2018-12-02,12,13,31.237,CAR,@,TAM,L 17-24,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,29%,True,Graham Gano
2018,2018-12-09,13,14,,CAR,@,CLE,L 20-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Graham Gano
2018,2018-12-17,14,15,,CAR,,NOR,L 9-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Graham Gano
2018,2018-12-23,15,16,,CAR,,ATL,L 10-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Graham Gano
2018,2018-12-30,16,17,,CAR,@,NOR,W 33-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Graham Gano
2020,2020-09-14,1,1,33.158,NYG,,PIT,L 16-26,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,23%,False,Graham Gano
2020,2020-09-20,2,2,33.164,NYG,@,CHI,L 13-17,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,36%,True,Graham Gano
2020,2020-09-27,3,3,33.171,NYG,,SFO,L 9-36,False,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,30%,False,Graham Gano
2020,2020-10-04,4,4,33.178,NYG,@,LAR,L 9-17,False,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,26%,True,Graham Gano
2020,2020-10-11,5,5,33.185,NYG,@,DAL,L 34-37,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,15,44%,True,Graham Gano
2020,2020-10-18,6,6,33.192,NYG,,WAS,W 20-19,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,41%,False,Graham Gano
2020,2020-10-22,7,7,33.196,NYG,@,PHI,L 21-22,False,3,3,100.0,,,,0,3,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,27%,True,Graham Gano
2020,2020-11-02,8,8,33.207,NYG,,TAM,L 23-25,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,30%,False,Graham Gano
2020,2020-11-08,9,9,33.213,NYG,@,WAS,W 23-20,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,42%,True,Graham Gano
2020,2020-11-15,10,10,33.220,NYG,,PHI,W 27-17,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,44%,False,Graham Gano
2020,2020-11-29,11,12,33.234,NYG,@,CIN,W 19-17,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,38%,True,Graham Gano
2020,2020-12-06,12,13,33.241,NYG,@,SEA,W 17-12,False,,1,0.0,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,22%,True,Graham Gano
2020,2020-12-13,13,14,33.248,NYG,,ARI,L 7-26,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,10%,False,Graham Gano
2020,2020-12-20,14,15,33.255,NYG,,CLE,L 6-20,False,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,32%,False,Graham Gano
2020,2020-12-27,15,16,33.262,NYG,@,BAL,L 13-27,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,29%,True,Graham Gano
2020,2021-01-03,16,17,33.269,NYG,,DAL,W 23-19,False,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,30%,False,Graham Gano
2021,2021-09-12,1,1,34.156,NYG,,DEN,L 13-27,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,16%,False,Graham Gano
2021,2021-09-16,2,2,34.160,NYG,@,WAS,L 29-30,False,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,15,43%,True,Graham Gano
2021,2021-09-26,3,3,34.170,NYG,,ATL,L 14-17,False,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,26%,False,Graham Gano
2021,2021-10-03,4,4,34.177,NYG,@,NOR,W 27-21,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,36%,True,Graham Gano
2021,2021-10-10,5,5,34.184,NYG,@,DAL,L 20-44,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,30%,True,Graham Gano
2021,2021-10-17,6,6,34.191,NYG,,LAR,L 11-38,False,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,15%,False,Graham Gano
2021,2021-10-24,7,7,34.198,NYG,,CAR,W 25-3,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,41%,False,Graham Gano
2021,2021-11-01,8,8,34.206,NYG,@,KAN,L 17-20,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,28%,True,Graham Gano
2021,2021-11-07,9,9,34.212,NYG,,LVR,W 23-16,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,42%,False,Graham Gano
2021,2021-11-22,10,11,34.227,NYG,@,TAM,L 10-30,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,20%,True,Graham Gano
2021,2021-11-28,11,12,34.233,NYG,,PHI,W 13-7,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,42%,False,Graham Gano
2021,2021-12-05,12,13,34.240,NYG,@,MIA,L 9-20,False,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,27%,True,Graham Gano
2021,2021-12-12,13,14,34.247,NYG,@,LAC,L 21-37,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,10%,True,Graham Gano
2021,2021-12-19,14,15,34.254,NYG,,DAL,L 6-21,False,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,24%,False,Graham Gano
2021,2021-12-26,15,16,34.261,NYG,@,PHI,L 10-34,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,13%,True,Graham Gano
2021,2022-01-02,16,17,34.268,NYG,@,CHI,L 3-29,False,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,13%,True,Graham Gano
2021,2022-01-09,17,18,34.275,NYG,,WAS,L 7-22,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,13%,False,Graham Gano
,166 Games,,,,,,,84-81-1,False,344,361,95.3,284,338,84.0,0,1196,0.0,13,2,15,0,0,0,0,0,1,0,0,8,321,40.13,1,,,,,,,False,Graham Gano
