Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2018,2018-11-04,8,9,38.139,LAC,SEA,False,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,31%,0,0%,0,0%,True,True,25,17,Antonio Gates
2018,2018-11-11,9,10,38.146,LAC,OAK,False,2,1,18,18.00,0,50.0%,9.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,20%,0,0%,0,0%,True,True,20,6,Antonio Gates
2018,2018-11-18,10,11,38.153,LAC,DEN,False,7,5,80,16.00,1,71.4%,11.43,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,25,32%,0,0%,0,0%,False,False,22,23,Antonio Gates
2018,2018-11-25,11,12,38.160,LAC,ARI,False,1,1,18,18.00,0,100.0%,18.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,38%,0,0%,0,0%,False,True,45,10,Antonio Gates
2018,2018-12-02,12,13,38.167,LAC,PIT,False,1,0,0,,0,0.0%,0.00,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,24,38%,0,0%,0,0%,True,True,33,30,Antonio Gates
2018,2018-12-09,13,14,38.174,LAC,CIN,False,2,2,19,9.50,0,100.0%,9.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,40%,0,0%,0,0%,False,True,26,21,Antonio Gates
2018,2018-12-13,14,15,38.178,LAC,KAN,False,5,4,54,13.50,0,80.0%,10.80,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,57%,0,0%,0,0%,True,True,29,28,Antonio Gates
2018,2018-12-22,15,16,38.187,LAC,BAL,True,5,3,21,7.00,0,60.0%,4.20,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,42,67%,0,0%,0,0%,False,False,10,22,Antonio Gates
2018,2018-12-30,16,17,38.195,LAC,DEN,False,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,24%,0,0%,0,0%,True,True,23,9,Antonio Gates
,236 Games,,,,,,False,1459,955,11841,12.40,116,65.5%,8.12,2,116,700,0.0,4,0,4,0,0,8,6,0,3,4,0,,,,,,,False,False,105,0,Antonio Gates
