Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2006,2006-09-17,2,2,31.237,CLE,@,CIN,L 17-34,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,1,31,31.00,0,,,,,,,True,Phil Dawson
2006,2006-09-24,3,3,31.244,CLE,,BAL,L 14-15,False,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,False,Phil Dawson
2006,2006-10-01,4,4,31.251,CLE,@,OAK,W 24-21,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2006,2006-10-08,5,5,31.258,CLE,@,CAR,L 12-20,False,0,0,,0,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2006,2006-10-22,6,7,31.272,CLE,,DEN,L 7-17,False,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,,,,,,,,,False,Phil Dawson
2006,2006-10-29,7,8,31.279,CLE,,NYJ,W 20-13,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2006,2006-11-05,8,9,31.286,CLE,@,SDG,L 25-32,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,6,6,100.0,0,19,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2006,2006-11-12,9,10,31.293,CLE,@,ATL,W 17-13,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Phil Dawson
2006,2006-11-19,10,11,31.300,CLE,,PIT,L 20-24,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,Phil Dawson
2006,2006-11-26,11,12,31.307,CLE,,CIN,L 0-30,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2006,2006-12-03,12,13,31.314,CLE,,KAN,W 31-28,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2006,2006-12-07,13,14,31.318,CLE,@,PIT,L 7-27,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,Phil Dawson
2006,2006-12-17,14,15,31.328,CLE,@,BAL,L 17-27,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,Phil Dawson
2006,2006-12-24,15,16,31.335,CLE,,TAM,L 7-22,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0.0,,,,,,1,27,27.00,0,,,,,,,False,Phil Dawson
2006,2006-12-31,16,17,31.342,CLE,@,HOU,L 6-14,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-09-09,1,1,32.229,CLE,,PIT,L 7-34,False,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,False,Phil Dawson
2007,2007-09-16,2,2,32.236,CLE,,CIN,W 51-45,False,0,0,,0,0,0,,0,0,0,,,,,,6,6,100.0,3,3,100.0,0,15,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2007,2007-09-23,3,3,32.243,CLE,@,OAK,L 24-26,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-09-30,4,4,32.250,CLE,,BAL,W 27-13,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2007,2007-10-07,5,5,32.257,CLE,@,NWE,L 17-34,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-10-14,6,6,32.264,CLE,,MIA,W 41-31,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2007,2007-10-28,7,8,32.278,CLE,@,STL,W 27-20,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-11-04,8,9,32.285,CLE,,SEA,W 33-30,False,0,0,,0,0,0,,0,0,0,,,,,,1,2,50.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2007,2007-11-11,9,10,32.292,CLE,@,PIT,L 28-31,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-11-18,10,11,32.299,CLE,@,BAL,W 33-30,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,4,5,80.0,0,15,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-11-25,11,12,32.306,CLE,,HOU,W 27-17,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2007,2007-12-02,12,13,32.313,CLE,@,ARI,L 21-27,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-12-09,13,14,32.320,CLE,@,NYJ,W 24-18,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,Phil Dawson
2007,2007-12-16,14,15,32.327,CLE,,BUF,W 8-0,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2007,2007-12-23,15,16,32.334,CLE,@,CIN,L 14-19,False,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,True,Phil Dawson
2007,2007-12-30,16,17,32.341,CLE,,SFO,W 20-7,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-09-07,1,1,33.228,CLE,,DAL,L 10-28,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-09-14,2,2,33.235,CLE,,PIT,L 6-10,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-09-21,3,3,33.242,CLE,@,BAL,L 10-28,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2008,2008-09-28,4,4,33.249,CLE,@,CIN,W 20-12,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,1,33,33.00,0,,,,,,,True,Phil Dawson
2008,2008-10-13,5,6,33.264,CLE,,NYG,W 35-14,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-10-19,6,7,33.270,CLE,@,WAS,L 11-14,False,0,0,,0,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2008,2008-10-26,7,8,33.277,CLE,@,JAX,W 23-17,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2008,2008-11-02,8,9,33.284,CLE,,BAL,L 27-37,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-11-06,9,10,33.288,CLE,,DEN,L 30-34,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-11-17,10,11,33.299,CLE,@,BUF,W 29-27,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2008,2008-11-23,11,12,33.305,CLE,,HOU,L 6-16,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-11-30,12,13,33.312,CLE,,IND,L 6-10,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2008,2008-12-07,13,14,33.319,CLE,@,TEN,L 9-28,False,0,0,,0,0,0,,0,0,0,,,,,,,,,3,4,75.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2008,2008-12-15,14,15,33.327,CLE,@,PHI,L 10-30,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2008,2008-12-21,15,16,33.333,CLE,,CIN,L 0-14,False,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,0,,,,,,,,,False,Phil Dawson
2008,2008-12-28,16,17,33.340,CLE,@,PIT,L 0-31,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2009,2009-09-13,1,1,34.233,CLE,,MIN,L 20-34,False,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2009,2009-09-20,2,2,34.240,CLE,@,DEN,L 6-27,False,0,0,,0,0,0,,0,0,0,,0,,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2009,2009-09-27,3,3,,CLE,@,BAL,L 3-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Phil Dawson
2009,2009-10-04,4,4,,CLE,,CIN,L 20-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Phil Dawson
2009,2009-10-11,5,5,,CLE,@,BUF,W 6-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Phil Dawson
2009,2009-10-18,6,6,,CLE,@,PIT,L 14-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Phil Dawson
2009,2009-10-25,7,7,,CLE,,GNB,L 3-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Phil Dawson
2009,2009-11-01,8,8,34.282,CLE,@,CHI,L 6-30,False,0,0,,0,0,0,,0,0,0,,0,,,,,1,0.0,,,,0,0,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2009,2009-11-16,9,10,34.297,CLE,,BAL,L 0-16,False,,,,,,,,,,,,0,,,,,,,,,,0,0,0.0,,,,,,0,0,,,,,,,,,False,Phil Dawson
2009,2009-11-22,10,11,34.303,CLE,@,DET,L 37-38,False,0,0,,0,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2009,2009-11-29,11,12,34.310,CLE,@,CIN,L 7-16,False,0,0,,0,0,0,,0,0,0,,0,,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2009,2009-12-06,12,13,34.317,CLE,,SDG,L 23-30,False,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2009,2009-12-10,13,14,34.321,CLE,,PIT,W 13-6,False,0,0,,0,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2009,2009-12-20,14,15,34.331,CLE,@,KAN,W 41-34,False,0,0,,0,0,0,,0,0,0,,0,,,,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2009,2009-12-27,15,16,34.338,CLE,,OAK,W 23-9,False,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2009,2010-01-03,16,17,34.345,CLE,,JAX,W 23-17,False,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-09-12,1,1,35.232,CLE,@,TAM,L 14-17,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-09-19,2,2,35.239,CLE,,KAN,L 14-16,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-09-26,3,3,35.246,CLE,@,BAL,L 17-24,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-10-03,4,4,35.253,CLE,,CIN,W 23-20,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-10-10,5,5,35.260,CLE,,ATL,L 10-20,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-10-17,6,6,35.267,CLE,@,PIT,L 10-28,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-10-24,7,7,35.274,CLE,@,NOR,W 30-17,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-11-07,8,9,35.288,CLE,,NWE,W 34-14,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-11-14,9,10,35.295,CLE,,NYJ,L 20-26,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-11-21,10,11,35.302,CLE,@,JAX,L 20-24,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-11-28,11,12,35.309,CLE,,CAR,W 24-23,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2010-12-05,12,13,35.316,CLE,@,MIA,W 13-10,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-12-12,13,14,35.323,CLE,@,BUF,L 6-13,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-12-19,14,15,35.330,CLE,@,CIN,L 17-19,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2010,2010-12-26,15,16,35.337,CLE,,BAL,L 10-20,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2010,2011-01-02,16,17,35.344,CLE,,PIT,L 9-41,False,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-09-11,1,1,36.231,CLE,,CIN,L 17-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-09-18,2,2,36.238,CLE,@,IND,W 27-19,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-09-25,3,3,36.245,CLE,,MIA,W 17-16,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-10-02,4,4,36.252,CLE,,TEN,L 13-31,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-10-16,5,6,36.266,CLE,@,OAK,L 17-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-10-23,6,7,36.273,CLE,,SEA,W 6-3,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,4,50.0,0,6,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-10-30,7,8,36.280,CLE,@,SFO,L 10-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-11-06,8,9,36.287,CLE,@,HOU,L 12-30,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-11-13,9,10,36.294,CLE,,STL,L 12-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,4,5,80.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-11-20,10,11,36.301,CLE,,JAX,W 14-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-11-27,11,12,36.308,CLE,@,CIN,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-12-04,12,13,36.315,CLE,,BAL,L 10-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2011,2011-12-08,13,14,36.319,CLE,@,PIT,L 3-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-12-18,14,15,36.329,CLE,@,ARI,L 17-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,Phil Dawson
2011,2011-12-24,15,16,36.335,CLE,@,BAL,L 14-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,Phil Dawson
2011,2012-01-01,16,17,36.343,CLE,,PIT,L 9-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,False,Phil Dawson
2012,2012-09-09,1,1,37.230,CLE,,PHI,L 16-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,30%,False,Phil Dawson
2012,2012-09-16,2,2,37.237,CLE,@,CIN,L 27-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,35%,True,Phil Dawson
2012,2012-09-23,3,3,37.244,CLE,,BUF,L 14-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,18%,False,Phil Dawson
2012,2012-09-27,4,4,37.248,CLE,@,BAL,L 16-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,27%,True,Phil Dawson
2012,2012-10-07,5,5,37.258,CLE,@,NYG,L 27-41,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,True,Phil Dawson
2012,2012-10-14,6,6,37.265,CLE,,CIN,W 34-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,1,1,,,0,0,,0,0,0%,0,0%,13,35%,False,Phil Dawson
2012,2012-10-21,7,7,37.272,CLE,@,IND,L 13-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,22%,True,Phil Dawson
2012,2012-10-28,8,8,37.279,CLE,,SDG,W 7-6,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,14%,False,Phil Dawson
2012,2012-11-04,9,9,37.286,CLE,,BAL,L 15-25,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,False,Phil Dawson
2012,2012-11-18,10,11,37.300,CLE,@,DAL,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,31%,True,Phil Dawson
2012,2012-11-25,11,12,37.307,CLE,,PIT,W 20-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,30%,False,Phil Dawson
2012,2012-12-02,12,13,37.314,CLE,@,OAK,W 20-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,38%,True,Phil Dawson
2012,2012-12-09,13,14,37.321,CLE,,KAN,W 30-7,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,45%,False,Phil Dawson
2012,2012-12-16,14,15,37.328,CLE,,WAS,L 21-38,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,23%,False,Phil Dawson
2012,2012-12-23,15,16,37.335,CLE,@,DEN,L 12-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,23%,True,Phil Dawson
2012,2012-12-30,16,17,37.342,CLE,@,PIT,L 10-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,24%,True,Phil Dawson
2013,2013-09-08,1,1,38.228,SFO,,GNB,W 34-28,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,14,41%,False,Phil Dawson
2013,2013-09-15,2,2,38.235,SFO,@,SEA,L 3-29,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,12%,True,Phil Dawson
2013,2013-09-22,3,3,38.242,SFO,,IND,L 7-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,12%,False,Phil Dawson
