Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-10-27,8,8,28.258,TEN,,JAX,W 36-22,True,21,123,5.86,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,39,58%,0,0%,0,0%,False,DeMarco Murray
2016,2016-11-06,9,9,28.268,TEN,@,SDG,L 35-43,True,14,51,3.64,1,7,7,29,4.14,0,100.0%,4.14,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,62,95%,0,0%,0,0%,True,DeMarco Murray
2016,2016-11-13,10,10,28.275,TEN,,GNB,W 47-25,True,17,123,7.24,1,3,2,33,16.50,0,66.7%,11.00,1,1,100.00,10,1,0,147.9,0,0,10.00,30.00,0,0,,0,1,6,0,0,0,0,0,0,46,77%,0,0%,0,0%,False,DeMarco Murray
2016,2016-11-20,11,11,28.282,TEN,@,IND,L 17-24,True,21,70,3.33,0,3,3,9,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,70,99%,0,0%,0,0%,True,DeMarco Murray
2016,2016-11-27,12,12,28.289,TEN,@,CHI,W 27-21,True,17,43,2.53,0,5,5,41,8.20,0,100.0%,8.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,51,88%,0,0%,0,0%,True,DeMarco Murray
2016,2016-12-11,13,14,28.303,TEN,,DEN,W 13-10,True,21,92,4.38,1,2,0,0,,0,0.0%,0.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6,0,0,0,0,0,0,54,81%,0,0%,0,0%,False,DeMarco Murray
2016,2016-12-18,14,15,28.310,TEN,@,KAN,W 19-17,True,18,89,4.94,0,6,5,52,10.40,0,83.3%,8.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,True,DeMarco Murray
2016,2016-12-24,15,16,28.316,TEN,@,JAX,L 17-38,True,14,42,3.00,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,60,85%,0,0%,0,0%,True,DeMarco Murray
2016,2017-01-01,16,17,28.324,TEN,,HOU,W 24-17,True,11,21,1.91,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,33,54%,0,0%,0,0%,False,DeMarco Murray
2017,2017-09-10,1,1,29.210,TEN,,OAK,L 16-26,True,12,44,3.67,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,47,73%,0,0%,0,0%,False,DeMarco Murray
2017,2017-09-17,2,2,29.217,TEN,@,JAX,W 37-16,True,9,25,2.78,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,37,54%,0,0%,0,0%,True,DeMarco Murray
2017,2017-09-24,3,3,29.224,TEN,,SEA,W 33-27,True,14,115,8.21,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,48,66%,0,0%,0,0%,False,DeMarco Murray
2017,2017-10-01,4,4,29.231,TEN,@,HOU,L 14-57,True,7,31,4.43,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,23,56%,0,0%,0,0%,True,DeMarco Murray
2017,2017-10-08,5,5,29.238,TEN,@,MIA,L 10-16,True,14,58,4.14,0,5,4,11,2.75,0,80.0%,2.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,49,83%,0,0%,0,0%,True,DeMarco Murray
2017,2017-10-16,6,6,29.246,TEN,,IND,W 36-22,True,12,40,3.33,1,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,39,56%,0,0%,0,0%,False,DeMarco Murray
2017,2017-10-22,7,7,29.252,TEN,@,CLE,W 12-9,True,18,59,3.28,0,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,43,60%,0,0%,0,0%,True,DeMarco Murray
2017,2017-11-05,8,9,29.266,TEN,,BAL,W 23-20,True,9,19,2.11,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,37,71%,0,0%,0,0%,False,DeMarco Murray
2017,2017-11-12,9,10,29.273,TEN,,CIN,W 24-20,True,14,42,3.00,2,4,4,30,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,3,18,0,0,0,0,0,0,67,74%,0,0%,0,0%,False,DeMarco Murray
2017,2017-11-16,10,11,29.277,TEN,@,PIT,L 17-40,True,8,10,1.25,0,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,DeMarco Murray
2017,2017-11-26,11,12,29.287,TEN,@,IND,W 20-16,True,12,9,0.75,1,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,31,53%,0,0%,0,0%,True,DeMarco Murray
2017,2017-12-03,12,13,29.294,TEN,,HOU,W 24-13,True,11,66,6.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,32,59%,0,0%,0,0%,False,DeMarco Murray
2017,2017-12-10,13,14,29.301,TEN,@,ARI,L 7-12,True,11,34,3.09,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,47,78%,0,0%,0,0%,True,DeMarco Murray
2017,2017-12-17,14,15,29.308,TEN,@,SFO,L 23-25,True,18,59,3.28,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,48,76%,0,0%,0,0%,True,DeMarco Murray
2017,2017-12-24,15,16,29.315,TEN,,LAR,L 23-27,True,15,48,3.20,1,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,47,69%,0,0%,0,0%,False,DeMarco Murray
2017,2017-12-31,16,17,,TEN,,JAX,W 15-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeMarco Murray
,99 Games,,,,,,,54-45-0,False,1604,7174,4.47,49,376,307,2165,7.05,6,81.6%,5.76,1,2,50.00,10,1,0,104.2,0,0,5.00,15.00,2,36,18.00,0,55,330,18,12,0,7,0,0,,,,,,,False,DeMarco Murray
