Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Away_status,Win,Score,Opp Score,Player
2001,2001-10-21,6,6,31.359,CAR,WAS,False,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,14,17,John Kasay
2001,2001-10-28,7,7,32.001,CAR,NYJ,False,,1,0.0,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,12,13,John Kasay
2001,2001-11-04,8,8,32.008,CAR,MIA,False,,,,2,3,66.7,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,6,23,John Kasay
2001,2001-11-11,9,9,32.015,CAR,STL,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,14,48,John Kasay
2001,2001-11-18,10,10,32.022,CAR,SFO,False,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,22,25,John Kasay
2001,2001-11-25,11,11,32.029,CAR,ATL,False,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,7,10,John Kasay
2001,2001-12-02,12,12,32.036,CAR,NOR,False,2,2,100.0,3,3,100.0,0,11,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,True,False,23,27,John Kasay
2001,2001-12-09,13,13,32.043,CAR,BUF,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,24,25,John Kasay
2001,2001-12-23,14,15,32.057,CAR,STL,False,2,2,100.0,4,5,80.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,32,38,John Kasay
2001,2001-12-30,15,16,32.064,CAR,ARI,False,1,1,100.0,,2,0.0,0,1,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,7,30,John Kasay
2001,2002-01-06,16,17,32.071,CAR,NWE,False,,,,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,6,38,John Kasay
2002,2002-09-08,1,1,32.316,CAR,BAL,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,10,7,John Kasay
2002,2002-09-15,2,2,32.323,CAR,DET,False,4,4,100.0,1,3,33.3,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,31,7,John Kasay
2002,2002-09-22,3,3,,CAR,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,21,14,John Kasay
2002,2002-09-29,4,4,,CAR,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,14,17,John Kasay
2002,2002-10-06,5,5,,CAR,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,16,John Kasay
2002,2002-10-13,6,6,,CAR,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,13,14,John Kasay
2002,2002-10-20,7,7,,CAR,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,0,30,John Kasay
2002,2002-10-27,8,8,,CAR,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,9,12,John Kasay
2002,2002-11-10,9,10,,CAR,NOR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,24,34,John Kasay
2002,2002-11-17,10,11,,CAR,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,23,John Kasay
2002,2002-11-24,11,12,,CAR,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,0,41,John Kasay
2002,2002-12-01,12,13,,CAR,CLE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,13,6,John Kasay
2002,2002-12-08,13,14,,CAR,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,52,31,John Kasay
2002,2002-12-15,14,15,,CAR,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,14,30,John Kasay
2002,2002-12-22,15,16,,CAR,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,24,14,John Kasay
2002,2002-12-29,16,17,,CAR,NOR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,10,6,John Kasay
2003,2003-09-07,1,1,33.315,CAR,JAX,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,24,23,John Kasay
2003,2003-09-14,2,2,33.322,CAR,TAM,False,,,,4,4,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,12,9,John Kasay
2003,2003-09-28,3,4,33.336,CAR,ATL,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,23,3,John Kasay
2003,2003-10-05,4,5,33.343,CAR,NOR,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,19,13,John Kasay
2003,2003-10-12,5,6,33.350,CAR,IND,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,23,20,John Kasay
2003,2003-10-19,6,7,33.357,CAR,TEN,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,17,37,John Kasay
2003,2003-10-26,7,8,33.364,CAR,NOR,False,2,2,100.0,3,3,100.0,0,11,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,True,True,23,20,John Kasay
2003,2003-11-02,8,9,34.006,CAR,HOU,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,10,14,John Kasay
2003,2003-11-09,9,10,34.013,CAR,TAM,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,1,33,33.00,0,False,True,27,24,John Kasay
2003,2003-11-16,10,11,34.020,CAR,WAS,False,2,2,100.0,2,4,50.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,20,17,John Kasay
2003,2003-11-23,11,12,34.027,CAR,DAL,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,20,24,John Kasay
2003,2003-11-30,12,13,34.034,CAR,PHI,False,1,2,50.0,1,4,25.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,16,25,John Kasay
2003,2003-12-07,13,14,34.041,CAR,ATL,False,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,14,20,John Kasay
2003,2003-12-14,14,15,34.048,CAR,ARI,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,20,17,John Kasay
2003,2003-12-21,15,16,34.055,CAR,DET,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,20,14,John Kasay
2003,2003-12-28,16,17,34.062,CAR,NYG,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,37,24,John Kasay
2004,2004-09-13,1,1,34.322,CAR,GNB,False,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,14,24,John Kasay
2004,2004-09-19,2,2,34.328,CAR,KAN,False,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,True,True,28,17,John Kasay
2004,2004-10-03,3,4,34.342,CAR,ATL,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,10,27,John Kasay
2004,2004-10-10,4,5,34.349,CAR,DEN,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,20,John Kasay
2004,2004-10-24,6,7,34.363,CAR,SDG,False,,,,2,3,66.7,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,6,17,John Kasay
2004,2004-10-31,7,8,35.004,CAR,SEA,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,23,John Kasay
2004,2004-11-07,8,9,35.011,CAR,OAK,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,24,27,John Kasay
2004,2004-11-14,9,10,35.018,CAR,SFO,False,,,,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,1,17,17.00,0,True,True,37,27,John Kasay
2004,2004-11-21,10,11,,CAR,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,35,10,John Kasay
2004,2004-11-28,11,12,,CAR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,21,14,John Kasay
2004,2004-12-05,12,13,35.039,CAR,NOR,False,2,2,100.0,6,6,100.0,0,20,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,32,21,John Kasay
2004,2004-12-12,13,14,35.046,CAR,STL,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,1,34,34.00,0,False,True,20,7,John Kasay
2004,2004-12-18,14,15,35.052,CAR,ATL,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,31,34,John Kasay
2004,2004-12-26,15,16,35.060,CAR,TAM,False,4,5,80.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,37,20,John Kasay
2004,2005-01-02,16,17,35.067,CAR,NOR,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,18,21,John Kasay
2005,2005-09-11,1,1,35.319,CAR,NOR,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,20,23,John Kasay
2005,2005-09-18,2,2,35.326,CAR,NWE,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,27,17,John Kasay
2005,2005-09-25,3,3,35.333,CAR,MIA,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,24,27,John Kasay
2005,2005-10-03,4,4,35.341,CAR,GNB,False,2,3,66.7,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,32,29,John Kasay
2005,2005-10-09,5,5,35.347,CAR,ARI,False,3,3,100.0,1,3,33.3,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,24,20,John Kasay
2005,2005-10-16,6,6,35.354,CAR,DET,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,21,20,John Kasay
2005,2005-10-30,7,8,36.003,CAR,MIN,False,5,5,100.0,1,2,50.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,38,13,John Kasay
2005,2005-11-06,8,9,36.010,CAR,TAM,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,34,14,John Kasay
2005,2005-11-13,9,10,36.017,CAR,NYJ,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,30,3,John Kasay
2005,2005-11-20,10,11,36.024,CAR,CHI,False,,,,1,2,50.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,3,13,John Kasay
2005,2005-11-27,11,12,36.031,CAR,BUF,False,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,13,9,John Kasay
2005,2005-12-04,12,13,36.038,CAR,ATL,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,1,36,36.00,0,False,True,24,6,John Kasay
2005,2005-12-11,13,14,36.045,CAR,TAM,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,10,20,John Kasay
2005,2005-12-18,14,15,36.052,CAR,NOR,False,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,10,John Kasay
2005,2005-12-24,15,16,36.058,CAR,DAL,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,20,24,John Kasay
2005,2006-01-01,16,17,36.066,CAR,ATL,False,5,5,100.0,3,3,100.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,44,11,John Kasay
2006,2006-09-10,1,1,36.318,CAR,ATL,False,,,,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,6,20,John Kasay
2006,2006-09-17,2,2,36.325,CAR,MIN,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,13,16,John Kasay
2006,2006-09-24,3,3,36.332,CAR,TAM,False,2,2,100.0,4,4,100.0,0,14,0.0,,,,,,0,,0,0,0,0,1,25,25.00,0,True,True,26,24,John Kasay
2006,2006-10-01,4,4,36.339,CAR,NOR,False,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,False,True,21,18,John Kasay
2006,2006-10-08,5,5,36.346,CAR,CLE,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,20,12,John Kasay
2006,2006-10-15,6,6,36.353,CAR,BAL,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,23,21,John Kasay
2006,2006-10-22,7,7,36.360,CAR,CIN,False,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,14,17,John Kasay
2006,2006-10-29,8,8,37.002,CAR,DAL,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,14,35,John Kasay
2006,2006-11-13,9,10,37.017,CAR,TAM,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,24,10,John Kasay
2006,2006-11-19,10,11,37.023,CAR,STL,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,15,0,John Kasay
2006,2006-11-26,11,12,37.030,CAR,WAS,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,13,17,John Kasay
2006,2006-12-04,12,13,37.038,CAR,PHI,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,24,27,John Kasay
2006,2006-12-10,13,14,37.044,CAR,NYG,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,13,27,John Kasay
2006,2006-12-17,14,15,37.051,CAR,PIT,False,,,,1,2,50.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,3,37,John Kasay
2006,2006-12-24,15,16,37.058,CAR,ATL,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,10,3,John Kasay
2006,2006-12-31,16,17,37.065,CAR,NOR,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,31,21,John Kasay
2007,2007-09-09,1,1,37.317,CAR,STL,False,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,13,John Kasay
2007,2007-09-16,2,2,37.324,CAR,HOU,False,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,21,34,John Kasay
2007,2007-09-23,3,3,37.331,CAR,ATL,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,20,John Kasay
2007,2007-09-30,4,4,37.338,CAR,TAM,False,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,7,20,John Kasay
2007,2007-10-07,5,5,37.345,CAR,NOR,False,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,16,13,John Kasay
2007,2007-10-14,6,6,37.352,CAR,ARI,False,1,1,100.0,4,5,80.0,0,13,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,25,10,John Kasay
2007,2007-10-28,7,8,38.001,CAR,IND,False,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,7,31,John Kasay
2007,2007-11-04,8,9,38.008,CAR,TEN,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,,0,0,0,0,1,32,32.00,0,True,False,7,20,John Kasay
2007,2007-11-11,9,10,38.015,CAR,ATL,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,13,20,John Kasay
2007,2007-11-18,10,11,38.022,CAR,GNB,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,1,28,28.00,0,True,False,17,31,John Kasay
2007,2007-11-25,11,12,38.029,CAR,NOR,False,,,,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,6,31,John Kasay
2007,2007-12-02,12,13,38.036,CAR,SFO,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,31,14,John Kasay
2007,2007-12-09,13,14,38.043,CAR,JAX,False,,,,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,6,37,John Kasay
2007,2007-12-16,14,15,38.050,CAR,SEA,False,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,13,10,John Kasay
2007,2007-12-22,15,16,38.056,CAR,DAL,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,13,20,John Kasay
2007,2007-12-30,16,17,38.064,CAR,TAM,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,31,23,John Kasay
2008,2008-09-07,1,1,38.316,CAR,SDG,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,26,24,John Kasay
2008,2008-09-14,2,2,38.323,CAR,CHI,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,20,17,John Kasay
2008,2008-09-21,3,3,38.330,CAR,MIN,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,10,20,John Kasay
2008,2008-09-28,4,4,38.337,CAR,ATL,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,24,9,John Kasay
2008,2008-10-05,5,5,38.344,CAR,KAN,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,34,0,John Kasay
2008,2008-10-12,6,6,38.351,CAR,TAM,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,3,27,John Kasay
2008,2008-10-19,7,7,38.358,CAR,NOR,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,30,7,John Kasay
2008,2008-10-26,8,8,38.365,CAR,ARI,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,27,23,John Kasay
2008,2008-11-09,9,10,39.013,CAR,OAK,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,17,6,John Kasay
2008,2008-11-16,10,11,39.020,CAR,DET,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,31,22,John Kasay
2008,2008-11-23,11,12,39.027,CAR,ATL,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,28,45,John Kasay
2008,2008-11-30,12,13,39.034,CAR,GNB,False,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,35,31,John Kasay
2008,2008-12-08,13,14,39.042,CAR,TAM,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,38,23,John Kasay
2008,2008-12-14,14,15,39.048,CAR,DEN,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,30,10,John Kasay
2008,2008-12-21,15,16,39.055,CAR,NYG,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,28,34,John Kasay
2008,2008-12-28,16,17,39.062,CAR,NOR,False,3,3,100.0,4,5,80.0,0,15,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,33,31,John Kasay
2009,2009-09-13,1,1,39.321,CAR,PHI,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,10,38,John Kasay
2009,2009-09-20,2,2,39.328,CAR,ATL,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,20,28,John Kasay
2009,2009-09-28,3,3,39.336,CAR,DAL,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,7,21,John Kasay
2009,2009-10-11,4,5,39.349,CAR,WAS,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,20,17,John Kasay
2009,2009-10-18,5,6,39.356,CAR,TAM,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,28,21,John Kasay
2009,2009-10-25,6,7,39.363,CAR,BUF,False,1,1,100.0,,2,0.0,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,9,20,John Kasay
2009,2009-11-01,7,8,40.005,CAR,ARI,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,34,21,John Kasay
2009,2009-11-08,8,9,40.012,CAR,NOR,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,20,30,John Kasay
2009,2009-11-15,9,10,40.019,CAR,ATL,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,28,19,John Kasay
