Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-12-17,14,15,28.066,TEN,@,SFO,L 23-25,False,8,6,95,15.83,1,75.0%,11.88,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,90%,0,0%,0,0%,True,Rishard Matthews
2017,2017-12-24,15,16,28.073,TEN,,LAR,L 23-27,True,4,2,48,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,94%,0,0%,0,0%,False,Rishard Matthews
2017,2017-12-31,16,17,28.080,TEN,,JAX,W 15-10,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,78%,0,0%,0,0%,False,Rishard Matthews
2018,2018-09-09,1,1,28.332,TEN,@,MIA,L 20-27,False,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,52%,0,0%,1,4%,True,Rishard Matthews
2018,2018-09-16,2,2,28.339,TEN,,HOU,W 20-17,False,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,47%,0,0%,0,0%,False,Rishard Matthews
2018,2018-09-23,3,3,28.346,TEN,@,JAX,W 9-6,False,2,1,3,3.00,0,50.0%,1.50,0,0,,0,3,20,6.67,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,50%,0,0%,7,27%,True,Rishard Matthews
2018,2018-10-28,8,8,29.016,NYJ,@,CHI,L 10-24,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,35%,0,0%,0,0%,True,Rishard Matthews
2018,2018-11-04,9,9,29.023,NYJ,@,MIA,L 6-13,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,29%,True,Rishard Matthews
2018,2018-11-11,10,10,29.030,NYJ,,BUF,L 10-41,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,41%,0,0%,0,0%,False,Rishard Matthews
2018,2018-11-25,11,12,,NYJ,,NWE,L 13-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rishard Matthews
2018,2018-12-02,12,13,,NYJ,@,TEN,L 22-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rishard Matthews
2018,2018-12-09,13,14,29.058,NYJ,@,BUF,W 27-23,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,6%,0,0%,0,0%,True,Rishard Matthews
2018,2018-12-15,14,15,29.064,NYJ,,HOU,L 22-29,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,17%,0,0%,1,3%,False,Rishard Matthews
2018,2018-12-23,15,16,,NYJ,,GNB,L 38-44,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Rishard Matthews
2018,2018-12-30,16,17,,NYJ,@,NWE,L 3-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Rishard Matthews
,87 Games,,,,,,,42-45-0,False,374,230,3160,13.74,21,61.5%,8.45,3,4,1.33,0,5,47,9.40,0,21,126,0.0,4,2,6,0,0,2,1,0,0,0,0,,,,,,,False,Rishard Matthews
