Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2005,2005-10-30,7,8,30.293,CAR,MIN,True,21,30,70.00,341,3,0,141.1,1,3,11.37,13.37,1,2,2.00,0,0,0,0,1,0,0,0,0,False,True,38,13,Jake Delhomme
2005,2005-11-06,8,9,30.300,CAR,TAM,True,11,18,61.11,216,1,0,121.5,1,6,12.00,13.11,1,0,0.00,0,0,0,0,,0,0,0,0,True,True,34,14,Jake Delhomme
2005,2005-11-13,9,10,30.307,CAR,NYJ,True,10,20,50.00,119,1,2,45.6,0,0,5.95,2.45,2,-2,-1.00,0,0,0,0,,0,0,0,0,False,True,30,3,Jake Delhomme
2005,2005-11-20,10,11,30.314,CAR,CHI,True,22,38,57.89,235,0,2,54.2,8,52,6.18,3.82,2,8,4.00,0,0,0,2,0,0,2,0,0,True,False,3,13,Jake Delhomme
2005,2005-11-27,11,12,30.321,CAR,BUF,True,20,27,74.07,191,1,0,105.6,1,9,7.07,7.81,1,-1,-1.00,0,0,0,1,1,0,0,0,0,True,True,13,9,Jake Delhomme
2005,2005-12-04,12,13,30.328,CAR,ATL,True,17,27,62.96,164,2,1,89.1,0,0,6.07,5.89,4,1,0.25,0,0,0,1,0,0,1,-4,0,False,True,24,6,Jake Delhomme
2005,2005-12-11,13,14,30.335,CAR,TAM,True,21,33,63.64,220,1,1,80.4,2,26,6.67,5.91,1,6,6.00,0,0,0,1,0,0,0,0,0,False,False,10,20,Jake Delhomme
2005,2005-12-18,14,15,30.342,CAR,NOR,True,13,21,61.90,176,1,1,84.6,1,11,8.38,7.19,1,2,2.00,1,1,6,1,1,0,0,0,0,True,True,27,10,Jake Delhomme
2005,2005-12-24,15,16,30.348,CAR,DAL,True,14,31,45.16,260,2,1,82.7,3,13,8.39,8.23,1,-1,-1.00,0,0,0,3,1,0,0,0,0,False,False,20,24,Jake Delhomme
2005,2006-01-01,16,17,30.356,CAR,ATL,True,14,20,70.00,163,2,0,127.7,1,6,8.15,10.15,0,0,,0,0,0,0,,0,0,0,0,True,True,44,11,Jake Delhomme
2006,2006-09-10,1,1,31.243,CAR,ATL,True,21,39,53.85,186,0,1,56.1,4,36,4.77,3.62,0,0,,0,0,0,2,1,0,0,0,0,False,False,6,20,Jake Delhomme
2006,2006-09-17,2,2,31.250,CAR,MIN,True,17,33,51.52,181,0,0,67.9,2,17,5.48,5.48,0,0,,0,0,0,0,,0,0,0,0,True,False,13,16,Jake Delhomme
2006,2006-09-24,3,3,31.257,CAR,TAM,True,22,36,61.11,272,1,0,93.7,3,23,7.56,8.11,2,12,6.00,0,0,0,2,2,0,0,0,0,True,True,26,24,Jake Delhomme
2006,2006-10-01,4,4,31.264,CAR,NOR,True,19,29,65.52,169,2,0,104.0,1,12,5.83,7.21,3,-3,-1.00,0,0,0,0,,0,0,0,0,False,True,21,18,Jake Delhomme
2006,2006-10-08,5,5,31.271,CAR,CLE,True,20,29,68.97,170,1,0,95.5,1,1,5.86,6.55,1,-1,-1.00,0,0,0,0,,0,0,0,0,False,True,20,12,Jake Delhomme
2006,2006-10-15,6,6,31.278,CAR,BAL,True,24,39,61.54,365,2,2,88.1,1,9,9.36,8.08,2,-2,-1.00,0,0,0,0,,0,0,0,0,True,True,23,21,Jake Delhomme
2006,2006-10-22,7,7,31.285,CAR,CIN,True,20,34,58.82,238,2,1,87.6,3,21,7.00,6.85,0,0,,0,0,0,0,,0,0,0,0,True,False,14,17,Jake Delhomme
2006,2006-10-29,8,8,31.292,CAR,DAL,True,17,31,54.84,149,0,1,54.4,3,21,4.81,3.35,0,0,,0,0,0,1,1,0,0,0,0,False,False,14,35,Jake Delhomme
2006,2006-11-13,9,10,31.307,CAR,TAM,True,22,34,64.71,240,2,0,105.0,0,0,7.06,8.24,3,2,0.67,0,0,0,0,,0,0,0,0,False,True,24,10,Jake Delhomme
2006,2006-11-19,10,11,31.313,CAR,STL,True,13,25,52.00,191,1,2,57.2,3,22,7.64,4.84,3,-3,-1.00,0,0,0,1,0,0,0,0,0,False,True,15,0,Jake Delhomme
2006,2006-11-26,11,12,31.320,CAR,WAS,True,23,38,60.53,168,1,2,57.8,1,5,4.42,2.58,0,0,,0,0,0,0,,0,0,0,0,True,False,13,17,Jake Delhomme
2006,2006-12-04,12,13,31.328,CAR,PHI,True,22,37,59.46,269,3,2,86.4,0,0,7.27,6.46,1,10,10.00,0,0,0,0,,0,0,0,0,True,False,24,27,Jake Delhomme
2006,2006-12-10,13,14,,CAR,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,27,Jake Delhomme
2006,2006-12-17,14,15,,CAR,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,37,Jake Delhomme
2006,2006-12-24,15,16,,CAR,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,10,3,Jake Delhomme
2006,2006-12-31,16,17,31.355,CAR,NOR,True,23,27,85.19,207,2,0,123.3,0,0,7.67,9.15,3,-3,-1.00,0,0,0,0,,0,0,0,0,True,True,31,21,Jake Delhomme
2007,2007-09-09,1,1,32.242,CAR,STL,True,18,27,66.67,199,3,0,125.4,0,0,7.37,9.59,3,12,4.00,0,0,0,0,0,0,1,0,0,True,True,27,13,Jake Delhomme
2007,2007-09-16,2,2,32.249,CAR,HOU,True,27,41,65.85,316,3,1,103.3,3,29,7.71,8.07,1,13,13.00,0,0,0,1,0,0,0,0,0,False,False,21,34,Jake Delhomme
2007,2007-09-23,3,3,32.256,CAR,ATL,True,10,18,55.56,109,2,0,110.6,2,17,6.06,8.28,2,1,0.50,0,0,0,0,,0,0,0,0,True,True,27,20,Jake Delhomme
2007,2007-09-30,4,4,,CAR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,7,20,Jake Delhomme
2007,2007-10-07,5,5,,CAR,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,16,13,Jake Delhomme
2007,2007-10-14,6,6,,CAR,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,25,10,Jake Delhomme
2007,2007-10-28,7,8,,CAR,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,7,31,Jake Delhomme
2007,2007-11-04,8,9,,CAR,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,20,Jake Delhomme
2007,2007-11-11,9,10,,CAR,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,20,Jake Delhomme
2007,2007-11-18,10,11,,CAR,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,31,Jake Delhomme
2007,2007-11-25,11,12,,CAR,NOR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,6,31,Jake Delhomme
2007,2007-12-02,12,13,,CAR,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,31,14,Jake Delhomme
2007,2007-12-09,13,14,,CAR,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,6,37,Jake Delhomme
2007,2007-12-16,14,15,,CAR,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,13,10,Jake Delhomme
2007,2007-12-22,15,16,,CAR,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,20,Jake Delhomme
2007,2007-12-30,16,17,,CAR,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,31,23,Jake Delhomme
2008,2008-09-07,1,1,33.241,CAR,SDG,True,23,41,56.10,247,1,0,82.1,1,1,6.02,6.51,0,0,,0,0,0,0,,0,0,0,0,True,True,26,24,Jake Delhomme
2008,2008-09-14,2,2,33.248,CAR,CHI,True,12,21,57.14,128,0,1,55.3,3,26,6.10,3.95,4,3,0.75,0,0,0,0,,0,0,0,0,False,True,20,17,Jake Delhomme
2008,2008-09-21,3,3,33.255,CAR,MIN,True,17,29,58.62,191,0,0,78.4,5,34,6.59,6.59,1,0,0.00,0,0,0,3,2,0,0,0,0,True,False,10,20,Jake Delhomme
2008,2008-09-28,4,4,33.262,CAR,ATL,True,20,29,68.97,294,2,0,124.8,0,0,10.14,11.52,0,0,,0,0,0,0,,0,0,0,0,False,True,24,9,Jake Delhomme
2008,2008-10-05,5,5,33.269,CAR,KAN,True,14,22,63.64,236,2,1,111.2,0,0,10.73,10.50,1,1,1.00,0,0,0,0,,0,0,0,0,False,True,34,0,Jake Delhomme
2008,2008-10-12,6,6,33.276,CAR,TAM,True,20,39,51.28,242,0,3,38.6,0,0,6.21,2.74,1,-1,-1.00,0,0,0,0,,0,0,0,0,True,False,3,27,Jake Delhomme
2008,2008-10-19,7,7,33.283,CAR,NOR,True,14,22,63.64,195,2,0,122.3,1,2,8.86,10.68,1,8,8.00,0,0,0,0,,0,0,0,0,False,True,30,7,Jake Delhomme
2008,2008-10-26,8,8,33.290,CAR,ARI,True,20,28,71.43,248,2,0,122.3,1,10,8.86,10.29,2,-2,-1.00,0,0,0,1,1,0,0,0,0,False,True,27,23,Jake Delhomme
2008,2008-11-09,9,10,33.304,CAR,OAK,True,7,27,25.93,72,1,4,12.3,2,15,2.67,-3.26,1,0,0.00,0,0,0,0,,0,0,0,0,True,True,17,6,Jake Delhomme
2008,2008-11-16,10,11,33.311,CAR,DET,True,10,19,52.63,102,1,0,85.9,0,0,5.37,6.42,2,-2,-1.00,0,0,0,0,,0,0,0,0,False,True,31,22,Jake Delhomme
2008,2008-11-23,11,12,33.318,CAR,ATL,True,21,35,60.00,295,1,0,96.7,3,21,8.43,9.00,2,18,9.00,1,1,6,0,,0,0,0,0,True,False,28,45,Jake Delhomme
2008,2008-11-30,12,13,33.325,CAR,GNB,True,12,17,70.59,177,0,0,104.3,2,7,10.41,10.41,2,0,0.00,1,1,6,0,,0,0,0,0,True,True,35,31,Jake Delhomme
2008,2008-12-08,13,14,33.333,CAR,TAM,True,14,20,70.00,173,1,2,73.5,1,8,8.65,5.15,2,-2,-1.00,0,0,0,0,,0,0,0,0,False,True,38,23,Jake Delhomme
2008,2008-12-14,14,15,33.339,CAR,DEN,True,17,26,65.38,253,1,1,93.9,0,0,9.73,8.77,1,-2,-2.00,0,0,0,0,,0,0,0,0,False,True,30,10,Jake Delhomme
2008,2008-12-21,15,16,33.346,CAR,NYG,True,11,19,57.89,185,0,0,90.9,0,0,9.74,9.74,0,0,,0,0,0,1,0,0,1,0,0,True,False,28,34,Jake Delhomme
2008,2008-12-28,16,17,33.353,CAR,NOR,True,14,20,70.00,250,1,0,129.2,1,6,12.50,13.50,0,0,,0,0,0,0,,0,0,0,0,True,True,33,31,Jake Delhomme
2009,2009-09-13,1,1,34.246,CAR,PHI,True,7,17,41.18,73,0,4,14.7,3,39,4.29,-6.29,2,9,4.50,0,0,0,1,1,0,0,0,0,False,False,10,38,Jake Delhomme
2009,2009-09-20,2,2,34.253,CAR,ATL,True,25,41,60.98,308,1,1,82.2,1,12,7.51,6.90,0,0,,0,0,0,0,,0,0,0,0,True,False,20,28,Jake Delhomme
2009,2009-09-28,3,3,34.261,CAR,DAL,True,22,33,66.67,220,1,2,70.3,3,22,6.67,4.55,2,10,5.00,0,0,0,1,1,0,0,0,0,True,False,7,21,Jake Delhomme
2009,2009-10-11,4,5,34.274,CAR,WAS,True,16,25,64.00,181,1,1,82.2,3,19,7.24,6.24,3,7,2.33,0,0,0,1,0,0,1,0,0,False,True,20,17,Jake Delhomme
2009,2009-10-18,5,6,34.281,CAR,TAM,True,9,17,52.94,65,1,2,42.2,1,10,3.82,-0.29,1,5,5.00,0,0,0,0,,0,0,0,0,True,True,28,21,Jake Delhomme
2009,2009-10-25,6,7,34.288,CAR,BUF,True,27,44,61.36,325,0,3,55.6,2,16,7.39,4.32,0,0,,0,0,0,0,,0,0,0,0,False,False,9,20,Jake Delhomme
2009,2009-11-01,7,8,34.295,CAR,ARI,True,7,14,50.00,90,1,0,94.3,1,5,6.43,7.86,1,7,7.00,0,0,0,0,,0,0,0,0,True,True,34,21,Jake Delhomme
2009,2009-11-08,8,9,34.302,CAR,NOR,True,17,30,56.67,201,0,0,77.2,2,12,6.70,6.70,2,-6,-3.00,0,0,0,2,1,0,1,-3,0,True,False,20,30,Jake Delhomme
2009,2009-11-15,9,10,34.309,CAR,ATL,True,15,24,62.50,195,2,0,115.8,0,0,8.13,9.79,4,11,2.75,0,0,0,1,0,0,1,-5,0,False,True,28,19,Jake Delhomme
2009,2009-11-19,10,11,34.313,CAR,MIA,True,19,42,45.24,227,1,1,60.3,4,26,5.40,4.81,2,17,8.50,0,0,0,0,,0,0,0,0,False,False,17,24,Jake Delhomme
2009,2009-11-29,11,12,34.323,CAR,NYJ,True,14,34,41.18,130,0,4,12.7,3,26,3.82,-1.47,0,0,,0,0,0,0,,0,0,0,0,True,False,6,17,Jake Delhomme
2009,2009-12-06,12,13,,CAR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,16,6,Jake Delhomme
2009,2009-12-13,13,14,,CAR,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,20,Jake Delhomme
2009,2009-12-20,14,15,,CAR,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,7,Jake Delhomme
2009,2009-12-27,15,16,,CAR,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,41,9,Jake Delhomme
2009,2010-01-03,16,17,,CAR,NOR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,23,10,Jake Delhomme
2010,2010-09-12,1,1,35.245,CLE,TAM,True,20,37,54.05,227,1,2,59.2,0,0,6.14,4.24,1,1,1.00,0,0,0,0,,0,0,0,0,True,False,14,17,Jake Delhomme
2010,2010-09-19,2,2,,CLE,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,16,Jake Delhomme
2010,2010-09-26,3,3,,CLE,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,24,Jake Delhomme
2010,2010-10-03,4,4,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,20,Jake Delhomme
2010,2010-10-10,5,5,35.273,CLE,ATL,False,13,23,56.52,97,0,2,30.5,1,10,4.22,0.30,1,0,0.00,0,0,0,1,0,0,0,0,0,False,False,10,20,Jake Delhomme
2010,2010-10-17,6,6,,CLE,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,28,Jake Delhomme
2010,2010-10-24,7,7,,CLE,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,30,17,Jake Delhomme
2010,2010-11-07,8,9,,CLE,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,14,Jake Delhomme
2010,2010-11-14,9,10,,CLE,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,26,Jake Delhomme
2010,2010-11-21,10,11,,CLE,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,24,Jake Delhomme
2010,2010-11-28,11,12,35.322,CLE,CAR,True,24,35,68.57,245,0,2,64.6,2,18,7.00,4.43,2,2,1.00,0,0,0,1,0,0,0,0,0,False,True,24,23,Jake Delhomme
2010,2010-12-05,12,13,35.329,CLE,MIA,True,24,34,70.59,217,1,0,97.3,2,17,6.38,6.97,4,-5,-1.25,0,0,0,0,,0,0,0,0,True,True,13,10,Jake Delhomme
2010,2010-12-12,13,14,35.336,CLE,BUF,True,12,20,60.00,86,0,1,49.2,1,4,4.30,2.05,0,0,,0,0,0,1,1,0,0,0,0,True,False,6,13,Jake Delhomme
2010,2010-12-19,14,15,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,19,Jake Delhomme
2010,2010-12-26,15,16,,CLE,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,20,Jake Delhomme
2010,2011-01-02,16,17,,CLE,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,9,41,Jake Delhomme
2011,2011-12-04,12,13,,HOU,ATL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,17,10,Jake Delhomme
2011,2011-12-11,13,14,,HOU,CIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,20,19,Jake Delhomme
2011,2011-12-18,14,15,,HOU,CAR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,13,28,Jake Delhomme
2011,2011-12-22,15,16,,HOU,IND,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,16,19,Jake Delhomme
2011,2012-01-01,16,17,36.356,HOU,TEN,False,18,28,64.29,211,1,0,99.0,2,18,7.54,8.25,0,0,,0,0,0,1,1,0,0,0,0,False,False,22,23,Jake Delhomme
,103 Games,,,,,,False,1741,2932,59.38,20975,126,101,81.3,168,1267,7.15,6.46,175,328,1.87,7,7,42,62,29,0,16,-46,0,False,False,42,0,Jake Delhomme
