Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Away_status,Win,Score,Opp Score,Player
2010,2010-09-26,3,3,34.041,HOU,DAL,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,False,False,13,27,Neil Rackers
2010,2010-10-03,4,4,34.048,HOU,OAK,False,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0,,0,True,True,31,24,Neil Rackers
2010,2010-10-10,5,5,34.055,HOU,NYG,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,1,1,0,0,0,0,,0,False,False,10,34,Neil Rackers
2010,2010-10-17,6,6,34.062,HOU,KAN,False,0,0,,0,5,5,100.0,,,,0,5,0.0,2,1,3,0,0,0,0,,0,False,True,35,31,Neil Rackers
2010,2010-11-01,7,8,34.077,HOU,IND,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,True,False,17,30,Neil Rackers
2010,2010-11-07,8,9,34.083,HOU,SDG,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,False,False,23,29,Neil Rackers
2010,2010-11-14,9,10,34.090,HOU,JAX,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,True,False,24,31,Neil Rackers
2010,2010-11-21,10,11,34.097,HOU,NYJ,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,1,1,0,0,0,0,,0,True,False,27,30,Neil Rackers
2010,2010-11-28,11,12,34.104,HOU,TEN,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,0,0,,0,False,True,20,0,Neil Rackers
2010,2010-12-02,12,13,34.108,HOU,PHI,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,True,False,24,34,Neil Rackers
2010,2010-12-13,13,14,34.119,HOU,BAL,False,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,False,False,28,34,Neil Rackers
2010,2010-12-19,14,15,34.125,HOU,TEN,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,True,False,17,31,Neil Rackers
2010,2010-12-26,15,16,34.132,HOU,DEN,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,True,False,23,24,Neil Rackers
2010,2011-01-02,16,17,34.139,HOU,JAX,False,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,1,0,1,0,0,0,0,,0,False,True,34,17,Neil Rackers
2011,2011-09-11,1,1,35.026,HOU,IND,False,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,False,True,34,7,Neil Rackers
2011,2011-09-18,2,2,35.033,HOU,MIA,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,True,True,23,13,Neil Rackers
2011,2011-09-25,3,3,35.040,HOU,NOR,False,0,0,,0,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,0,,0,True,False,33,40,Neil Rackers
2011,2011-10-02,4,4,35.047,HOU,PIT,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,False,True,17,10,Neil Rackers
2011,2011-10-09,5,5,35.054,HOU,OAK,False,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,False,False,20,25,Neil Rackers
2011,2011-10-16,6,6,35.061,HOU,BAL,False,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,True,False,14,29,Neil Rackers
2011,2011-10-23,7,7,35.068,HOU,TEN,False,0,0,,0,5,5,100.0,2,2,100.0,0,11,0.0,1,0,1,0,0,0,0,,0,True,True,41,7,Neil Rackers
2011,2011-10-30,8,8,35.075,HOU,JAX,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,False,True,24,14,Neil Rackers
2011,2011-11-06,9,9,35.082,HOU,CLE,False,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,1,0,1,0,0,0,0,,0,False,True,30,12,Neil Rackers
2011,2011-11-13,10,10,35.089,HOU,TAM,False,0,0,,0,4,5,80.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0,,0,True,True,37,9,Neil Rackers
2011,2011-11-27,11,12,35.103,HOU,JAX,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,True,True,20,13,Neil Rackers
2011,2011-12-04,12,13,35.110,HOU,ATL,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,False,True,17,10,Neil Rackers
2011,2011-12-11,13,14,35.117,HOU,CIN,False,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,1,1,0,0,0,0,,0,True,True,20,19,Neil Rackers
2011,2011-12-18,14,15,35.124,HOU,CAR,False,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,,0,False,False,13,28,Neil Rackers
2011,2011-12-22,15,16,35.128,HOU,IND,False,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,True,False,16,19,Neil Rackers
2011,2012-01-01,16,17,35.138,HOU,TEN,False,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,False,False,22,23,Neil Rackers
,179 Games,,,,,,False,1,-5,-5.00,0,372,378,98.4,264,330,80.0,0,1164,0.0,41,8,49,0,0,3,49,16.33,0,False,False,110,0,Neil Rackers
