Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-11,1,1,27.264,NOR,@,MIN,L 19-29,False,6,17,2.83,0,5,5,54,10.80,0,100.0%,10.80,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,42%,0,0%,0,0%,True,Mark Ingram
2017,2017-09-17,2,2,27.270,NOR,,NWE,L 20-36,True,8,52,6.50,0,5,4,24,6.00,0,80.0%,4.80,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,55%,0,0%,0,0%,False,Mark Ingram
2017,2017-09-24,3,3,27.277,NOR,@,CAR,W 34-13,True,14,56,4.00,0,4,2,30,15.00,0,50.0%,7.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,50%,0,0%,0,0%,True,Mark Ingram
2017,2017-10-01,4,4,27.284,NOR,@,MIA,W 20-0,True,14,45,3.21,0,8,4,17,4.25,0,50.0%,2.13,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,62%,0,0%,0,0%,True,Mark Ingram
2017,2017-10-15,5,6,27.298,NOR,,DET,W 52-38,False,25,114,4.56,2,5,5,36,7.20,0,100.0%,7.20,,2,12,0.0,0,0,0,,,1,1,0,0,0,0,47,66%,0,0%,0,0%,False,Mark Ingram
2017,2017-10-22,6,7,27.305,NOR,@,GNB,W 26-17,True,22,105,4.77,1,5,4,5,1.25,0,80.0%,1.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,55%,0,0%,0,0%,True,Mark Ingram
2017,2017-10-29,7,8,27.312,NOR,,CHI,W 20-12,True,18,75,4.17,1,6,6,24,4.00,0,100.0%,4.00,,1,6,0.0,0,0,0,,,2,2,0,0,0,0,31,51%,0,0%,0,0%,False,Mark Ingram
2017,2017-11-05,8,9,27.319,NOR,,TAM,W 30-10,True,16,77,4.81,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,60%,0,0%,0,0%,False,Mark Ingram
2017,2017-11-12,9,10,27.326,NOR,@,BUF,W 47-10,True,21,131,6.24,3,0,0,0,,0,0.0%,,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,37,48%,0,0%,0,0%,True,Mark Ingram
2017,2017-11-19,10,11,27.333,NOR,,WAS,W 34-31,True,11,134,12.18,1,4,3,21,7.00,0,75.0%,5.25,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,28,39%,0,0%,0,0%,False,Mark Ingram
2017,2017-11-26,11,12,27.340,NOR,@,LAR,L 20-26,True,11,31,2.82,0,3,2,5,2.50,0,66.7%,1.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,51%,0,0%,0,0%,True,Mark Ingram
2017,2017-12-03,12,13,27.347,NOR,,CAR,W 31-21,False,14,85,6.07,1,7,6,37,6.17,0,85.7%,5.29,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,56%,0,0%,0,0%,False,Mark Ingram
2017,2017-12-07,13,14,27.351,NOR,@,ATL,L 17-20,True,12,49,4.08,0,5,4,43,10.75,0,80.0%,8.60,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,81%,0,0%,0,0%,True,Mark Ingram
2017,2017-12-17,14,15,27.361,NOR,,NYJ,W 31-19,True,12,74,6.17,2,6,5,77,15.40,0,83.3%,12.83,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,40,60%,0,0%,0,0%,False,Mark Ingram
2017,2017-12-24,15,16,28.003,NOR,,ATL,W 23-13,True,13,44,3.38,1,3,3,22,7.33,0,100.0%,7.33,,1,6,0.0,0,0,0,,,0,0,0,1,0,0,31,48%,0,0%,0,0%,False,Mark Ingram
2017,2017-12-31,16,17,28.010,NOR,@,TAM,L 24-31,True,13,35,2.69,0,4,4,19,4.75,0,100.0%,4.75,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,57%,0,0%,0,0%,True,Mark Ingram
2018,2018-09-09,1,1,,NOR,,TAM,L 40-48,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Mark Ingram
2018,2018-09-16,2,2,,NOR,,CLE,W 21-18,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Mark Ingram
2018,2018-09-23,3,3,,NOR,@,ATL,W 43-37,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Mark Ingram
2018,2018-09-30,4,4,,NOR,@,NYG,W 33-18,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Mark Ingram
2018,2018-10-08,5,5,28.291,NOR,,WAS,W 43-19,True,16,53,3.31,2,3,2,20,10.00,0,66.7%,6.67,,2,12,0.0,0,0,0,,,1,0,0,1,0,0,36,55%,0,0%,0,0%,False,Mark Ingram
2018,2018-10-21,6,7,28.304,NOR,@,BAL,W 24-23,False,12,32,2.67,0,2,2,10,5.00,0,100.0%,5.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,49%,0,0%,0,0%,True,Mark Ingram
2018,2018-10-28,7,8,28.311,NOR,@,MIN,W 30-20,False,13,63,4.85,0,3,3,29,9.67,0,100.0%,9.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,43%,0,0%,0,0%,True,Mark Ingram
2018,2018-11-04,8,9,28.318,NOR,,LAR,W 45-35,True,9,33,3.67,0,2,1,3,3.00,0,50.0%,1.50,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,34,48%,0,0%,0,0%,False,Mark Ingram
2018,2018-11-11,9,10,28.325,NOR,@,CIN,W 51-14,False,13,104,8.00,0,3,3,58,19.33,1,100.0%,19.33,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,41%,0,0%,0,0%,True,Mark Ingram
2018,2018-11-18,10,11,28.332,NOR,,PHI,W 48-7,True,16,103,6.44,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,0,0%,False,Mark Ingram
2018,2018-11-22,11,12,28.336,NOR,,ATL,W 31-17,False,11,52,4.73,0,2,2,14,7.00,0,100.0%,7.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,47%,0,0%,0,0%,False,Mark Ingram
2018,2018-11-29,12,13,28.343,NOR,@,DAL,L 10-13,False,7,27,3.86,0,3,2,1,0.50,0,66.7%,0.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,40%,0,0%,0,0%,True,Mark Ingram
2018,2018-12-09,13,14,28.353,NOR,@,TAM,W 28-14,False,13,52,4.00,1,3,1,1,1.00,0,33.3%,0.33,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,45%,0,0%,0,0%,True,Mark Ingram
2018,2018-12-17,14,15,28.361,NOR,@,CAR,W 12-9,True,12,63,5.25,0,2,2,11,5.50,0,100.0%,5.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,44%,0,0%,0,0%,True,Mark Ingram
2018,2018-12-23,15,16,29.002,NOR,,PIT,W 31-28,True,11,35,3.18,1,2,1,8,8.00,0,50.0%,4.00,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,32,48%,0,0%,0,0%,False,Mark Ingram
2018,2018-12-30,16,17,29.009,NOR,,CAR,L 14-33,True,5,28,5.60,0,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,37%,0,0%,0,0%,False,Mark Ingram
2019,2019-09-08,1,1,29.261,BAL,@,MIA,W 59-10,True,14,107,7.64,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,25,33%,0,0%,0,0%,True,Mark Ingram
2019,2019-09-15,2,2,29.268,BAL,,ARI,W 23-17,True,13,47,3.62,0,2,2,30,15.00,0,100.0%,15.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,58%,0,0%,0,0%,False,Mark Ingram
2019,2019-09-22,3,3,29.275,BAL,@,KAN,L 28-33,True,16,103,6.44,3,4,4,32,8.00,0,100.0%,8.00,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,50,61%,0,0%,0,0%,True,Mark Ingram
2019,2019-09-29,4,4,29.282,BAL,,CLE,L 25-40,True,12,71,5.92,0,1,1,0,0.00,0,100.0%,0.00,1,0,2,0.0,0,0,0,0,0,1,1,0,1,0,0,32,46%,0,0%,0,0%,False,Mark Ingram
2019,2019-10-06,5,5,29.289,BAL,@,PIT,W 26-23,True,19,44,2.32,1,2,2,5,2.50,0,100.0%,2.50,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,66%,0,0%,0,0%,True,Mark Ingram
2019,2019-10-13,6,6,29.296,BAL,,CIN,W 23-17,True,13,52,4.00,1,2,2,22,11.00,0,100.0%,11.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,39%,0,0%,0,0%,False,Mark Ingram
2019,2019-10-20,7,7,29.303,BAL,@,SEA,W 30-16,True,12,46,3.83,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,30,52%,0,0%,0,0%,True,Mark Ingram
2019,2019-11-03,8,9,29.317,BAL,,NWE,W 37-20,True,15,115,7.67,0,3,2,29,14.50,0,66.7%,9.67,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,28,42%,0,0%,0,0%,False,Mark Ingram
2019,2019-11-10,9,10,29.324,BAL,@,CIN,W 49-13,True,9,34,3.78,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,22,48%,0,0%,0,0%,True,Mark Ingram
2019,2019-11-17,10,11,29.331,BAL,,HOU,W 41-7,True,13,48,3.69,0,4,3,37,12.33,2,75.0%,9.25,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,32,48%,0,0%,0,0%,False,Mark Ingram
2019,2019-11-25,11,12,29.339,BAL,@,LAR,W 45-6,True,15,111,7.40,1,1,1,7,7.00,1,100.0%,7.00,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,24,31%,0,0%,0,0%,True,Mark Ingram
2019,2019-12-01,12,13,29.345,BAL,,SFO,W 20-17,True,15,59,3.93,0,2,2,3,1.50,0,100.0%,1.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,False,Mark Ingram
2019,2019-12-08,13,14,29.352,BAL,@,BUF,W 24-17,True,15,50,3.33,0,3,3,29,9.67,0,100.0%,9.67,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,55%,0,0%,0,0%,True,Mark Ingram
2019,2019-12-12,14,15,29.356,BAL,,NYJ,W 42-21,True,13,76,5.85,1,2,1,10,10.00,1,50.0%,5.00,1,2,14,0.0,0,0,0,0,0,0,0,0,0,0,0,34,54%,0,0%,0,0%,False,Mark Ingram
2019,2019-12-22,15,16,30.001,BAL,@,CLE,W 31-15,True,8,55,6.88,0,2,2,36,18.00,1,100.0%,18.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,30,41%,0,0%,0,0%,True,Mark Ingram
2019,2019-12-29,16,17,,BAL,,PIT,W 28-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mark Ingram
2020,2020-09-13,1,1,30.267,BAL,,CLE,W 38-6,True,10,29,2.90,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,21,36%,0,0%,0,0%,False,Mark Ingram
2020,2020-09-20,2,2,30.274,BAL,@,HOU,W 33-16,True,9,55,6.11,1,3,2,22,11.00,0,66.7%,7.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,27,42%,0,0%,0,0%,True,Mark Ingram
2020,2020-09-28,3,3,30.282,BAL,,KAN,L 20-34,True,7,30,4.29,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,32%,0,0%,0,0%,False,Mark Ingram
2020,2020-10-04,4,4,30.288,BAL,@,WAS,W 31-17,True,8,34,4.25,1,1,1,3,3.00,0,100.0%,3.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,14,25%,0,0%,0,0%,True,Mark Ingram
2020,2020-10-11,5,5,30.295,BAL,,CIN,W 27-3,True,11,57,5.18,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,30%,0,0%,0,0%,False,Mark Ingram
2020,2020-10-18,6,6,30.302,BAL,@,PHI,W 30-28,True,5,20,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,True,Mark Ingram
2020,2020-11-01,7,8,,BAL,,PIT,L 24-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mark Ingram
2020,2020-11-08,8,9,,BAL,@,IND,W 24-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mark Ingram
2020,2020-11-15,9,10,30.330,BAL,@,NWE,L 17-23,True,5,5,1.00,0,2,2,24,12.00,0,100.0%,12.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,17,26%,0,0%,0,0%,True,Mark Ingram
2020,2020-11-22,10,11,30.337,BAL,,TEN,L 24-30,False,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,False,Mark Ingram
2020,2020-12-02,11,12,,BAL,@,PIT,L 14-19,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,True,Mark Ingram
2020,2020-12-08,12,13,30.353,BAL,,DAL,W 34-17,True,6,28,4.67,0,1,1,1,1.00,0,100.0%,1.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,20%,0,0%,0,0%,False,Mark Ingram
2020,2020-12-14,13,14,30.359,BAL,@,CLE,W 47-42,True,,,,,,,,,,0.0%,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,0,0%,True,Mark Ingram
2020,2020-12-20,14,15,,BAL,,JAX,W 40-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mark Ingram
2020,2020-12-27,15,16,,BAL,,NYG,W 27-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mark Ingram
2020,2021-01-03,16,17,31.013,BAL,@,CIN,W 38-3,False,9,39,4.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,0,0%,True,Mark Ingram
2021,2021-09-12,1,1,31.265,HOU,,JAX,W 37-21,True,26,85,3.27,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,46%,0,0%,0,0%,False,Mark Ingram
2021,2021-09-19,2,2,31.272,HOU,@,CLE,L 21-31,True,14,41,2.93,0,2,1,-1,-1.00,0,50.0%,-0.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,31%,0,0%,0,0%,True,Mark Ingram
2021,2021-09-23,3,3,31.276,HOU,,CAR,L 9-24,True,6,21,3.50,0,1,1,-1,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,35%,0,0%,0,0%,False,Mark Ingram
2021,2021-10-03,4,4,31.286,HOU,@,BUF,L 0-40,True,6,24,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,21%,0,0%,0,0%,True,Mark Ingram
2021,2021-10-10,5,5,31.293,HOU,,NWE,L 22-25,True,16,41,2.56,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,44%,0,0%,0,0%,False,Mark Ingram
2021,2021-10-17,6,6,31.300,HOU,@,IND,L 3-31,True,18,73,4.06,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,44%,0,0%,0,0%,True,Mark Ingram
2021,2021-10-24,7,7,31.307,HOU,@,ARI,L 5-31,True,6,9,1.50,0,3,3,18,6.00,0,100.0%,6.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,38%,0,0%,0,0%,True,Mark Ingram
2021,2021-10-31,7,8,31.314,NOR,,TAM,W 36-27,False,6,27,4.50,0,2,2,25,12.50,0,100.0%,12.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,29%,0,0%,0,0%,False,Mark Ingram
2021,2021-11-07,8,9,31.321,NOR,,ATL,L 25-27,True,9,43,4.78,0,5,5,21,4.20,0,100.0%,4.20,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,34%,0,0%,0,0%,False,Mark Ingram
2021,2021-11-14,9,10,31.328,NOR,@,TEN,L 21-23,True,14,47,3.36,1,7,4,61,15.25,0,57.1%,8.71,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,85%,0,0%,0,0%,True,Mark Ingram
2021,2021-11-21,10,11,31.335,NOR,@,PHI,L 29-40,True,16,88,5.50,0,8,6,25,4.17,0,75.0%,3.13,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,47,72%,0,0%,0,0%,True,Mark Ingram
2021,2021-11-25,11,12,,NOR,,BUF,L 6-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mark Ingram
2021,2021-12-02,12,13,31.346,NOR,,DAL,L 17-27,False,10,28,2.80,0,2,1,-2,-2.00,0,50.0%,-1.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,43%,0,0%,0,0%,False,Mark Ingram
2021,2021-12-12,13,14,,NOR,@,NYJ,W 30-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Mark Ingram
2021,2021-12-19,14,15,31.363,NOR,@,TAM,W 9-0,False,9,10,1.11,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,49%,0,0%,0,0%,True,Mark Ingram
2021,2021-12-27,15,16,32.006,NOR,,MIA,L 3-20,False,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,24,46%,0,0%,0,0%,False,Mark Ingram
2021,2022-01-02,16,17,,NOR,,CAR,W 18-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mark Ingram
2021,2022-01-09,17,18,,NOR,@,ATL,W 30-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mark Ingram
,146 Games,,,,,,,83-63-0,False,1755,7878,4.49,64,358,287,2057,7.17,10,80.2%,5.75,5,74,454,0.0,2,0,2,0,0,17,12,0,7,1,0,,,,,,,False,Mark Ingram
