Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-17,2,2,27.266,DEN,@,KAN,W 31-24,True,14,8,116,14.50,0,57.1%,8.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,82%,0,0%,0,0%,True,Demaryius Thomas
2015,2015-09-27,3,3,27.276,DEN,@,DET,W 24-12,True,13,9,92,10.22,1,69.2%,7.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,62,97%,0,0%,0,0%,True,Demaryius Thomas
2015,2015-10-04,4,4,27.283,DEN,,MIN,W 23-20,True,12,9,93,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,77%,0,0%,0,0%,False,Demaryius Thomas
2015,2015-10-11,5,5,27.290,DEN,@,OAK,W 16-10,True,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,84%,0,0%,1,4%,True,Demaryius Thomas
2015,2015-10-18,6,6,27.297,DEN,@,CLE,W 26-23,True,17,10,111,11.10,0,58.8%,6.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,87%,0,0%,0,0%,True,Demaryius Thomas
2015,2015-11-01,7,8,27.311,DEN,,GNB,W 29-10,True,11,8,168,21.00,0,72.7%,15.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,79%,0,0%,0,0%,False,Demaryius Thomas
2015,2015-11-08,8,9,27.318,DEN,@,IND,L 24-27,True,7,5,50,10.00,0,71.4%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,90%,0,0%,0,0%,True,Demaryius Thomas
2015,2015-11-15,9,10,27.325,DEN,,KAN,L 13-29,True,10,7,71,10.14,0,70.0%,7.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,87%,0,0%,0,0%,False,Demaryius Thomas
2015,2015-11-22,10,11,27.332,DEN,@,CHI,W 17-15,True,8,3,59,19.67,1,37.5%,7.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,84%,0,0%,1,4%,True,Demaryius Thomas
2015,2015-11-29,11,12,27.339,DEN,,NWE,W 30-24,True,13,1,36,36.00,0,7.7%,2.77,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,86%,0,0%,0,0%,False,Demaryius Thomas
2015,2015-12-06,12,13,27.346,DEN,@,SDG,W 17-3,True,6,6,61,10.17,1,100.0%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,77%,0,0%,0,0%,True,Demaryius Thomas
2015,2015-12-13,13,14,27.353,DEN,,OAK,L 12-15,True,14,10,95,9.50,0,71.4%,6.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,68,85%,0,0%,0,0%,False,Demaryius Thomas
2015,2015-12-20,14,15,27.360,DEN,@,PIT,L 27-34,True,12,5,61,12.20,2,41.7%,5.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,70,91%,0,0%,0,0%,True,Demaryius Thomas
2015,2015-12-28,15,16,28.003,DEN,,CIN,W 20-17,True,12,7,59,8.43,0,58.3%,4.92,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,Demaryius Thomas
2015,2016-01-03,16,17,28.009,DEN,,SDG,W 27-20,True,9,5,117,23.40,1,55.6%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-09-08,1,1,28.258,DEN,,CAR,W 21-20,True,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,76%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-09-18,2,2,28.268,DEN,,IND,W 34-20,True,7,5,90,18.00,0,71.4%,12.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,79%,0,0%,1,3%,False,Demaryius Thomas
2016,2016-09-25,3,3,28.275,DEN,@,CIN,W 29-17,True,7,6,100,16.67,1,85.7%,14.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,57,85%,0,0%,0,0%,True,Demaryius Thomas
2016,2016-10-02,4,4,28.282,DEN,@,TAM,W 27-7,True,7,6,94,15.67,1,85.7%,13.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,51,71%,0,0%,0,0%,True,Demaryius Thomas
2016,2016-10-09,5,5,28.289,DEN,,ATL,L 16-23,True,7,5,49,9.80,1,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,80%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-10-13,6,6,28.293,DEN,@,SDG,L 13-21,True,10,5,35,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,68,92%,0,0%,0,0%,True,Demaryius Thomas
2016,2016-10-24,7,7,28.304,DEN,,HOU,W 27-9,True,10,6,40,6.67,1,60.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,75%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-10-30,8,8,28.310,DEN,,SDG,W 27-19,True,10,5,79,15.80,0,50.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,86%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-11-06,9,9,28.317,DEN,@,OAK,L 20-30,True,10,5,56,11.20,0,50.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,89%,0,0%,0,0%,True,Demaryius Thomas
2016,2016-11-13,10,10,28.324,DEN,@,NOR,W 25-23,True,11,8,87,10.88,1,72.7%,7.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,71,86%,0,0%,1,4%,True,Demaryius Thomas
2016,2016-11-27,11,12,28.338,DEN,,KAN,L 27-30,True,8,5,60,12.00,0,62.5%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,94%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-12-04,12,13,28.345,DEN,@,JAX,W 20-10,True,10,6,61,10.17,0,60.0%,6.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,87%,0,0%,0,0%,True,Demaryius Thomas
2016,2016-12-11,13,14,28.352,DEN,@,TEN,L 10-13,True,16,10,126,12.60,0,62.5%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,95%,0,0%,0,0%,True,Demaryius Thomas
2016,2016-12-18,14,15,28.359,DEN,,NWE,L 3-16,True,11,7,91,13.00,0,63.6%,8.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,0,0%,False,Demaryius Thomas
2016,2016-12-25,15,16,29.000,DEN,@,KAN,L 10-33,True,8,3,20,6.67,0,37.5%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,80%,0,0%,0,0%,True,Demaryius Thomas
2016,2017-01-01,16,17,29.007,DEN,,OAK,W 24-6,True,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,52%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-09-11,1,1,29.260,DEN,,LAC,W 24-21,True,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,87%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-09-17,2,2,29.266,DEN,,DAL,W 42-17,True,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,88%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-09-24,3,3,29.273,DEN,@,BUF,L 16-26,True,9,6,98,16.33,0,66.7%,10.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,87%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-10-01,4,4,29.280,DEN,,OAK,W 16-10,True,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,88%,0,0%,1,4%,False,Demaryius Thomas
2017,2017-10-15,5,6,29.294,DEN,,NYG,L 10-23,True,14,10,133,13.30,0,71.4%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,57,70%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-10-22,6,7,29.301,DEN,@,LAC,L 0-21,True,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,78%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-10-30,7,8,29.309,DEN,@,KAN,L 19-29,True,9,5,66,13.20,0,55.6%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,82%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-11-05,8,9,29.315,DEN,@,PHI,L 23-51,True,12,8,70,8.75,1,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,83%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-11-12,9,10,29.322,DEN,,NWE,L 16-41,True,8,5,44,8.80,1,62.5%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,79%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-11-19,10,11,29.329,DEN,,CIN,L 17-20,True,9,5,64,12.80,1,55.6%,7.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,72,88%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-11-26,11,12,29.336,DEN,@,OAK,L 14-21,True,8,5,18,3.60,0,62.5%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,81%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-12-03,12,13,29.343,DEN,@,MIA,L 9-35,True,10,2,27,13.50,0,20.0%,2.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,79%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-12-10,13,14,29.350,DEN,,NYJ,W 23-0,True,12,8,93,11.63,1,66.7%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,64%,0,0%,0,0%,False,Demaryius Thomas
2017,2017-12-14,14,15,29.354,DEN,@,IND,W 25-13,True,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,68%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-12-24,15,16,29.364,DEN,@,WAS,L 11-27,True,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,84%,0,0%,0,0%,True,Demaryius Thomas
2017,2017-12-31,16,17,30.006,DEN,,KAN,L 24-27,True,8,6,57,9.50,1,75.0%,7.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,54%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-09-09,1,1,30.258,DEN,,SEA,W 27-24,True,10,6,63,10.50,1,60.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,72%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-09-16,2,2,30.265,DEN,,OAK,W 20-19,True,11,5,18,3.60,0,45.5%,1.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,89%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-09-23,3,3,30.272,DEN,@,BAL,L 14-27,True,5,5,63,12.60,0,100.0%,12.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,79%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-10-01,4,4,30.280,DEN,,KAN,L 23-27,True,7,4,24,6.00,0,57.1%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,85%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-10-07,5,5,30.286,DEN,@,NYJ,L 16-34,True,6,5,105,21.00,1,83.3%,17.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,61%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-10-14,6,6,30.293,DEN,,LAR,L 20-23,True,4,3,57,19.00,1,75.0%,14.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,73%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-10-18,7,7,30.297,DEN,@,ARI,W 45-10,True,6,5,42,8.40,0,83.3%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,69%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-10-28,8,8,30.307,DEN,@,KAN,L 23-30,True,7,3,30,10.00,0,42.9%,4.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,71%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-11-04,9,9,30.314,HOU,@,DEN,W 19-17,True,3,3,61,20.33,0,100.0%,20.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,79%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-11-18,10,11,30.328,HOU,@,WAS,W 23-21,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,73%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-11-26,11,12,30.336,HOU,,TEN,W 34-17,True,5,4,38,9.50,2,80.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,54,83%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-12-02,12,13,30.342,HOU,,CLE,W 29-13,True,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,79%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-12-09,13,14,30.349,HOU,,IND,L 21-24,True,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,0,0%,False,Demaryius Thomas
2018,2018-12-15,14,15,30.355,HOU,@,NYJ,W 29-22,True,8,6,59,9.83,0,75.0%,7.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,89%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-12-23,15,16,30.363,HOU,@,PHI,L 30-32,True,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,54%,0,0%,0,0%,True,Demaryius Thomas
2018,2018-12-30,16,17,,HOU,,JAX,W 20-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Demaryius Thomas
2019,2019-09-08,1,1,,NWE,,PIT,W 33-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Demaryius Thomas
2019,2019-09-16,2,2,31.265,NYJ,,CLE,L 3-23,True,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,False,Demaryius Thomas
2019,2019-09-22,3,3,,NYJ,@,NWE,L 14-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Demaryius Thomas
2019,2019-10-06,4,5,31.285,NYJ,@,PHI,L 6-31,True,9,4,47,11.75,0,44.4%,5.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,78%,0,0%,0,0%,True,Demaryius Thomas
2019,2019-10-13,5,6,31.292,NYJ,,DAL,W 24-22,True,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,82%,0,0%,1,4%,False,Demaryius Thomas
2019,2019-10-21,6,7,31.300,NYJ,,NWE,L 0-33,True,9,3,42,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,72%,0,0%,0,0%,False,Demaryius Thomas
2019,2019-10-27,7,8,31.306,NYJ,@,JAX,L 15-29,False,5,5,63,12.60,0,100.0%,12.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,60%,0,0%,0,0%,True,Demaryius Thomas
2019,2019-11-03,8,9,31.313,NYJ,@,MIA,L 18-26,True,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,78%,0,0%,0,0%,True,Demaryius Thomas
2019,2019-11-10,9,10,31.320,NYJ,,NYG,W 34-27,True,9,6,84,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,Demaryius Thomas
2019,2019-11-17,10,11,31.327,NYJ,@,WAS,W 34-17,True,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,64%,0,0%,2,6%,True,Demaryius Thomas
2019,2019-11-24,11,12,31.334,NYJ,,OAK,W 34-3,True,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,70%,0,0%,0,0%,False,Demaryius Thomas
2019,2019-12-01,12,13,31.341,NYJ,@,CIN,L 6-22,True,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,75%,0,0%,0,0%,True,Demaryius Thomas
2019,2019-12-08,13,14,31.348,NYJ,,MIA,W 22-21,True,4,2,28,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,52%,0,0%,0,0%,False,Demaryius Thomas
2019,2019-12-12,14,15,,NYJ,@,BAL,L 21-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Demaryius Thomas
2019,2019-12-22,15,16,,NYJ,,PIT,W 16-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Demaryius Thomas
2019,2019-12-29,16,17,,NYJ,@,BUF,W 13-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Demaryius Thomas
,143 Games,,,,,,,87-56-0,False,1186,724,9763,13.48,63,61.0%,8.23,3,6,2.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,16,398,24.88,0,1,63,380,0.0,2,1,3,0,0,12,10,0,1,0,0,,,,,,,False,Demaryius Thomas
