Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-10-09,5,5,28.039,NOR,CAR,True,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,27,Lance Moore
2011,2011-10-16,6,6,28.046,NOR,TAM,True,3,2,46,23.00,0,66.7%,15.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,20,26,Lance Moore
2011,2011-10-23,7,7,28.053,NOR,IND,False,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,62,7,Lance Moore
2011,2011-10-30,8,8,28.060,NOR,STL,False,9,7,74,10.57,1,77.8%,8.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,31,Lance Moore
2011,2011-11-06,9,9,28.067,NOR,TAM,False,3,3,20,6.67,1,100.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,16,Lance Moore
2011,2011-11-13,10,10,28.074,NOR,ATL,False,3,1,28,28.00,0,33.3%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,23,Lance Moore
2011,2011-11-28,11,12,28.089,NOR,NYG,True,7,5,54,10.80,2,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,49,24,Lance Moore
2011,2011-12-04,12,13,28.095,NOR,DET,False,4,2,23,11.50,1,50.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,17,Lance Moore
2011,2011-12-11,13,14,28.102,NOR,TEN,True,6,4,20,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,22,17,Lance Moore
2011,2011-12-18,14,15,28.109,NOR,MIN,False,6,5,91,18.20,2,83.3%,15.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,42,20,Lance Moore
2011,2011-12-26,15,16,28.117,NOR,ATL,True,3,2,53,26.50,0,66.7%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,16,Lance Moore
2011,2012-01-01,16,17,,NOR,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,45,17,Lance Moore
2012,2012-09-09,1,1,29.009,NOR,WAS,True,10,6,120,20.00,1,60.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,74%,0,0%,0,0%,False,False,32,40,Lance Moore
2012,2012-09-16,2,2,29.016,NOR,CAR,True,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,72%,0,0%,1,3%,True,False,27,35,Lance Moore
2012,2012-09-23,3,3,29.023,NOR,KAN,True,7,4,70,17.50,1,57.1%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,49,82%,0,0%,1,3%,False,False,24,27,Lance Moore
2012,2012-09-30,4,4,29.030,NOR,GNB,False,15,7,67,9.57,0,46.7%,4.47,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,64%,0,0%,0,0%,True,False,27,28,Lance Moore
2012,2012-10-07,5,5,,NOR,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,24,Lance Moore
2012,2012-10-21,6,7,29.051,NOR,TAM,False,10,9,121,13.44,0,90.0%,12.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,69%,0,0%,1,3%,True,True,35,28,Lance Moore
2012,2012-10-28,7,8,29.058,NOR,DEN,True,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,66%,0,0%,1,3%,True,False,14,34,Lance Moore
2012,2012-11-05,8,9,29.066,NOR,PHI,False,2,2,61,30.50,0,100.0%,30.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,43%,0,0%,3,12%,False,True,28,13,Lance Moore
2012,2012-11-11,9,10,29.072,NOR,ATL,True,9,7,91,13.00,0,77.8%,10.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,44%,0,0%,2,7%,False,True,31,27,Lance Moore
2012,2012-11-18,10,11,29.079,NOR,OAK,False,3,2,53,26.50,2,66.7%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,26,46%,0,0%,1,4%,True,True,38,17,Lance Moore
2012,2012-11-25,11,12,29.086,NOR,SFO,False,6,3,61,20.33,0,50.0%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,57%,0,0%,0,0%,False,False,21,31,Lance Moore
2012,2012-11-29,12,13,29.090,NOR,ATL,False,11,7,123,17.57,0,63.6%,11.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,60%,0,0%,0,0%,True,False,13,23,Lance Moore
2012,2012-12-09,13,14,29.100,NOR,NYG,False,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,40%,0,0%,0,0%,True,False,27,52,Lance Moore
2012,2012-12-16,14,15,29.107,NOR,TAM,True,5,4,42,10.50,1,80.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,54%,0,0%,0,0%,False,True,41,0,Lance Moore
2012,2012-12-23,15,16,29.114,NOR,DAL,False,5,4,30,7.50,1,80.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,44,46%,0,0%,1,3%,True,True,34,31,Lance Moore
2012,2012-12-30,16,17,29.121,NOR,CAR,True,6,4,121,30.25,0,66.7%,20.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,66%,0,0%,2,5%,False,False,38,44,Lance Moore
2013,2013-09-08,1,1,30.008,NOR,ATL,True,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,75%,0,0%,0,0%,False,True,23,17,Lance Moore
2013,2013-09-15,2,2,30.015,NOR,TAM,True,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,64%,0,0%,0,0%,True,True,16,14,Lance Moore
2013,2013-09-22,3,3,30.022,NOR,ARI,False,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,45%,0,0%,0,0%,False,True,31,7,Lance Moore
2013,2013-09-30,4,4,,NOR,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,17,Lance Moore
2013,2013-10-06,5,5,,NOR,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,26,18,Lance Moore
2013,2013-10-13,6,6,,NOR,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,27,30,Lance Moore
2013,2013-10-27,7,8,30.057,NOR,BUF,False,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,27,39%,0,0%,1,4%,False,True,35,17,Lance Moore
2013,2013-11-03,8,9,30.064,NOR,NYJ,False,10,6,70,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,42%,0,0%,6,19%,True,False,20,26,Lance Moore
2013,2013-11-10,9,10,30.071,NOR,DAL,False,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,35%,0,0%,0,0%,False,True,49,17,Lance Moore
2013,2013-11-17,10,11,30.078,NOR,SFO,False,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0.00,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,34,49%,0,0%,2,7%,False,True,23,20,Lance Moore
2013,2013-11-21,11,12,30.082,NOR,ATL,False,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,28%,0,0%,0,0%,True,True,17,13,Lance Moore
2013,2013-12-02,12,13,30.093,NOR,SEA,True,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,47%,0,0%,0,0%,True,False,7,34,Lance Moore
2013,2013-12-08,13,14,30.099,NOR,CAR,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,43%,0,0%,1,4%,False,True,31,13,Lance Moore
2013,2013-12-15,14,15,30.106,NOR,STL,False,7,6,78,13.00,0,85.7%,11.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,65%,0,0%,1,4%,True,False,16,27,Lance Moore
2013,2013-12-22,15,16,30.113,NOR,CAR,True,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,37%,0,0%,0,0%,True,False,13,17,Lance Moore
2013,2013-12-29,16,17,30.120,NOR,TAM,False,5,4,73,18.25,1,80.0%,14.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,28,44%,0,0%,0,0%,False,True,42,17,Lance Moore
2014,2014-09-07,1,1,,PIT,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,30,27,Lance Moore
2014,2014-09-11,2,2,,PIT,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,26,Lance Moore
2014,2014-09-21,3,3,31.021,PIT,CAR,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,1,1%,0,0%,0,0%,True,True,37,19,Lance Moore
2014,2014-09-28,4,4,31.028,PIT,TAM,False,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,18%,0,0%,0,0%,False,False,24,27,Lance Moore
2014,2014-10-05,5,5,31.035,PIT,JAX,False,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,19%,0,0%,0,0%,True,True,17,9,Lance Moore
2014,2014-10-12,6,6,31.042,PIT,CLE,True,6,1,26,26.00,1,16.7%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,46%,0,0%,0,0%,True,False,10,31,Lance Moore
2014,2014-10-20,7,7,31.050,PIT,HOU,True,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,22,34%,0,0%,0,0%,False,True,30,23,Lance Moore
2014,2014-10-26,8,8,31.056,PIT,IND,False,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,27%,0,0%,0,0%,False,True,51,34,Lance Moore
2014,2014-11-02,9,9,31.063,PIT,BAL,False,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,20%,0,0%,1,3%,False,True,43,23,Lance Moore
2014,2014-11-09,10,10,31.070,PIT,NYJ,False,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,28%,0,0%,0,0%,True,False,13,20,Lance Moore
2014,2014-11-17,11,11,31.078,PIT,TEN,False,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,15%,0,0%,0,0%,True,True,27,24,Lance Moore
2014,2014-11-30,12,13,31.091,PIT,NOR,False,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,48,54%,0,0%,0,0%,False,False,32,35,Lance Moore
2014,2014-12-07,13,14,31.098,PIT,CIN,False,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,30%,0,0%,0,0%,True,True,42,21,Lance Moore
2014,2014-12-14,14,15,31.105,PIT,ATL,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,36%,0,0%,0,0%,True,True,27,20,Lance Moore
2014,2014-12-21,15,16,31.112,PIT,KAN,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,8,15%,0,0%,1,5%,False,True,20,12,Lance Moore
2014,2014-12-28,16,17,31.119,PIT,CIN,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,12,20%,0,0%,0,0%,False,True,27,17,Lance Moore
2015,2015-09-13,1,1,32.013,DET,SDG,False,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,64%,0,0%,0,0%,True,False,28,33,Lance Moore
2015,2015-09-20,2,2,32.020,DET,MIN,False,6,3,14,4.67,0,50.0%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,60,77%,0,0%,1,4%,True,False,16,26,Lance Moore
2015,2015-09-27,3,3,32.027,DET,DEN,False,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,61%,0,0%,1,4%,False,False,12,24,Lance Moore
2015,2015-10-05,4,4,32.035,DET,SEA,True,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,71%,0,0%,0,0%,True,False,10,13,Lance Moore
2015,2015-10-11,5,5,32.041,DET,ARI,False,8,6,55,9.17,1,75.0%,6.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,69%,0,0%,0,0%,False,False,17,42,Lance Moore
2015,2015-10-18,6,6,32.048,DET,CHI,True,6,5,106,21.20,1,83.3%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,56%,0,0%,0,0%,False,True,37,34,Lance Moore
2015,2015-10-25,7,7,32.055,DET,MIN,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,56%,0,0%,0,0%,False,False,19,28,Lance Moore
2015,2015-11-01,8,8,32.062,DET,KAN,False,3,3,29,9.67,1,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,78%,0,0%,1,3%,True,False,10,45,Lance Moore
2015,2015-11-15,9,10,32.076,DET,GNB,True,6,3,29,9.67,1,50.0%,4.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,60%,0,0%,2,6%,True,True,18,16,Lance Moore
2015,2015-11-22,10,11,32.083,DET,OAK,True,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,61%,0,0%,2,7%,False,True,18,13,Lance Moore
2015,2015-11-26,11,12,32.087,DET,PHI,True,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,0.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,32%,0,0%,2,6%,False,True,45,14,Lance Moore
2015,2015-12-03,12,13,,DET,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,27,Lance Moore
2015,2015-12-13,13,14,,DET,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,21,Lance Moore
2015,2015-12-21,14,15,32.112,DET,NOR,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,49%,0,0%,0,0%,True,True,35,27,Lance Moore
2015,2015-12-27,15,16,32.118,DET,SFO,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,62%,0,0%,0,0%,False,True,32,17,Lance Moore
2015,2016-01-03,16,17,32.125,DET,CHI,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,58%,0,0%,0,0%,True,True,24,20,Lance Moore
,129 Games,,,,,,False,587,389,4816,12.38,44,66.3%,8.20,2,7,3.50,1,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,18,354,19.67,0,49,388,7.92,0,3,45,276,0.0,1,0,1,0,0,7,4,0,2,0,0,,,,,,,False,False,50,0,Lance Moore
