Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2010,2010-09-12,1,1,27.052,STL,ARI,True,22,81,3.68,0,8,4,6,1.50,0,50.0%,0.75,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,17,Steven Jackson
2010,2010-09-19,2,2,27.059,STL,OAK,True,19,75,3.95,0,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,16,Steven Jackson
2010,2010-09-26,3,3,27.066,STL,WAS,True,10,58,5.80,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,30,16,Steven Jackson
2010,2010-10-03,4,4,27.073,STL,SEA,True,22,70,3.18,0,3,3,54,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,3,Steven Jackson
2010,2010-10-10,5,5,27.080,STL,DET,True,25,114,4.56,0,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,6,44,Steven Jackson
2010,2010-10-17,6,6,27.087,STL,SDG,True,29,109,3.76,1,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,20,17,Steven Jackson
2010,2010-10-24,7,7,27.094,STL,TAM,True,22,110,5.00,0,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,18,Steven Jackson
2010,2010-10-31,8,8,27.101,STL,CAR,True,23,59,2.57,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,10,Steven Jackson
2010,2010-11-14,9,10,27.115,STL,SFO,True,20,81,4.05,1,9,8,67,8.38,0,88.9%,7.44,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,20,23,Steven Jackson
2010,2010-11-21,10,11,27.122,STL,ATL,True,11,54,4.91,0,3,3,7,2.33,0,100.0%,2.33,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,17,34,Steven Jackson
2010,2010-11-28,11,12,27.129,STL,DEN,True,29,72,2.48,0,3,1,-6,-6.00,0,33.3%,-2.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,36,33,Steven Jackson
2010,2010-12-05,12,13,27.136,STL,ARI,True,28,102,3.64,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,19,6,Steven Jackson
2010,2010-12-12,13,14,27.143,STL,NOR,True,16,96,6.00,0,4,4,38,9.50,0,100.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,1,1,0,1,0,0,,,,,,,True,False,13,31,Steven Jackson
2010,2010-12-19,14,15,27.150,STL,KAN,True,19,67,3.53,1,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,13,27,Steven Jackson
2010,2010-12-26,15,16,27.157,STL,SFO,True,24,48,2.00,1,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,25,17,Steven Jackson
2010,2011-01-02,16,17,27.164,STL,SEA,True,11,45,4.09,0,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,6,16,Steven Jackson
2011,2011-09-11,1,1,28.051,STL,PHI,True,2,56,28.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,13,31,Steven Jackson
2011,2011-09-19,2,2,,STL,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,28,Steven Jackson
2011,2011-09-25,3,3,28.065,STL,BAL,True,4,23,5.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,37,Steven Jackson
2011,2011-10-02,4,4,28.072,STL,WAS,True,17,45,2.65,0,8,4,19,4.75,1,50.0%,2.38,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,10,17,Steven Jackson
2011,2011-10-16,5,6,28.086,STL,GNB,True,18,96,5.33,0,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,True,False,3,24,Steven Jackson
2011,2011-10-23,6,7,28.093,STL,DAL,True,18,70,3.89,1,5,4,3,0.75,0,80.0%,0.60,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,7,34,Steven Jackson
2011,2011-10-30,7,8,28.100,STL,NOR,True,25,159,6.36,2,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,,0,1,0,0,,,,,,,False,True,31,21,Steven Jackson
2011,2011-11-06,8,9,28.107,STL,ARI,True,29,130,4.48,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,19,Steven Jackson
2011,2011-11-13,9,10,28.114,STL,CLE,True,27,128,4.74,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,True,True,13,12,Steven Jackson
2011,2011-11-20,10,11,28.121,STL,SEA,True,15,42,2.80,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,24,Steven Jackson
2011,2011-11-27,11,12,28.128,STL,ARI,True,17,64,3.76,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,23,Steven Jackson
2011,2011-12-04,12,13,28.135,STL,SFO,True,10,19,1.90,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,26,Steven Jackson
2011,2011-12-12,13,14,28.143,STL,SEA,True,20,63,3.15,1,5,3,60,20.00,0,60.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,13,30,Steven Jackson
2011,2011-12-18,14,15,28.149,STL,CIN,True,18,71,3.94,0,10,9,72,8.00,0,90.0%,7.20,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,20,Steven Jackson
2011,2011-12-24,15,16,28.155,STL,PIT,True,24,103,4.29,0,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,27,Steven Jackson
2011,2012-01-01,16,17,28.163,STL,SFO,True,16,76,4.75,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,1,0,0,,,,,,,False,False,27,34,Steven Jackson
2012,2012-09-09,1,1,29.049,STL,DET,True,21,53,2.52,0,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,54,95%,0,0%,0,0%,True,False,23,27,Steven Jackson
2012,2012-09-16,2,2,29.056,STL,WAS,True,9,58,6.44,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,25,37%,0,0%,0,0%,False,True,31,28,Steven Jackson
2012,2012-09-23,3,3,29.063,STL,CHI,True,11,29,2.64,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,37,64%,0,0%,0,0%,True,False,6,23,Steven Jackson
2012,2012-09-30,4,4,29.070,STL,SEA,True,18,55,3.06,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,47,77%,0,0%,0,0%,False,True,19,13,Steven Jackson
2012,2012-10-04,5,5,29.074,STL,ARI,True,18,76,4.22,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,36,64%,0,0%,0,0%,False,True,17,3,Steven Jackson
2012,2012-10-14,6,6,29.084,STL,MIA,True,12,52,4.33,0,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0,0,0,0,0,0,45,62%,0,0%,0,0%,True,False,14,17,Steven Jackson
2012,2012-10-21,7,7,29.091,STL,GNB,True,12,57,4.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,33,55%,0,0%,0,0%,False,False,20,30,Steven Jackson
2012,2012-10-28,8,8,29.098,STL,NWE,True,8,26,3.25,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,47%,0,0%,0,0%,False,False,7,45,Steven Jackson
2012,2012-11-11,9,10,29.112,STL,SFO,True,29,101,3.48,1,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,68,81%,0,0%,0,0%,True,False,24,24,Steven Jackson
2012,2012-11-18,10,11,29.119,STL,NYJ,True,13,81,6.23,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,36,53%,0,0%,0,0%,False,False,13,27,Steven Jackson
2012,2012-11-25,11,12,29.126,STL,ARI,True,24,139,5.79,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,41,71%,0,0%,0,0%,True,True,31,17,Steven Jackson
2012,2012-12-02,12,13,29.133,STL,SFO,True,21,48,2.29,0,7,5,69,13.80,0,71.4%,9.86,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,58,79%,0,0%,0,0%,False,True,16,13,Steven Jackson
2012,2012-12-09,13,14,29.140,STL,BUF,True,19,64,3.37,1,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,62,90%,0,0%,0,0%,True,True,15,12,Steven Jackson
2012,2012-12-16,14,15,29.147,STL,MIN,True,13,73,5.62,0,10,8,73,9.13,0,80.0%,7.30,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,41,51%,0,0%,0,0%,False,False,22,36,Steven Jackson
2012,2012-12-23,15,16,29.154,STL,TAM,True,19,81,4.26,1,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,45,82%,0,0%,0,0%,True,True,28,13,Steven Jackson
2012,2012-12-30,16,17,29.161,STL,SEA,True,11,52,4.73,0,7,7,45,6.43,0,100.0%,6.43,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,51,80%,0,0%,0,0%,True,False,13,20,Steven Jackson
2013,2013-09-08,1,1,30.048,ATL,NOR,True,11,77,7.00,0,8,5,45,9.00,0,62.5%,5.63,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,36,64%,0,0%,0,0%,True,False,17,23,Steven Jackson
2013,2013-09-15,2,2,30.055,ATL,STL,True,3,0,0.00,0,2,1,8,8.00,1,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,9,14%,0,0%,0,0%,False,True,31,24,Steven Jackson
2013,2013-09-22,3,3,,ATL,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,23,27,Steven Jackson
2013,2013-09-29,4,4,,ATL,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,30,Steven Jackson
2013,2013-10-07,5,5,,ATL,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,28,30,Steven Jackson
2013,2013-10-20,6,7,,ATL,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,23,Steven Jackson
2013,2013-10-27,7,8,30.097,ATL,ARI,True,11,6,0.55,0,5,3,7,2.33,0,60.0%,1.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,48,58%,0,0%,0,0%,True,False,13,27,Steven Jackson
2013,2013-11-03,8,9,30.104,ATL,CAR,True,13,57,4.38,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,56%,0,0%,0,0%,True,False,10,34,Steven Jackson
2013,2013-11-10,9,10,30.111,ATL,SEA,True,9,11,1.22,0,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,29,50%,0,0%,0,0%,False,False,10,33,Steven Jackson
2013,2013-11-17,10,11,30.118,ATL,TAM,True,11,41,3.73,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,44%,0,0%,0,0%,True,False,28,41,Steven Jackson
2013,2013-11-21,11,12,30.122,ATL,NOR,True,16,63,3.94,1,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,38,56%,0,0%,0,0%,False,False,13,17,Steven Jackson
2013,2013-12-01,12,13,30.132,ATL,BUF,True,23,84,3.65,2,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,50,57%,0,0%,0,0%,True,True,34,31,Steven Jackson
2013,2013-12-08,13,14,30.139,ATL,GNB,True,16,72,4.50,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,53%,0,0%,0,0%,True,False,21,22,Steven Jackson
2013,2013-12-15,14,15,30.146,ATL,WAS,True,15,38,2.53,2,6,4,5,1.25,0,66.7%,0.83,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,35,51%,0,0%,0,0%,False,True,27,26,Steven Jackson
2013,2013-12-23,15,16,30.154,ATL,SFO,True,16,53,3.31,1,2,2,-4,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,35,49%,0,0%,0,0%,True,False,24,34,Steven Jackson
2013,2013-12-29,16,17,30.160,ATL,CAR,True,13,41,3.15,0,7,5,53,10.60,0,71.4%,7.57,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,47,66%,0,0%,0,0%,False,False,20,21,Steven Jackson
2014,2014-09-07,1,1,31.047,ATL,NOR,True,12,52,4.33,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,32,44%,0,0%,0,0%,False,True,37,34,Steven Jackson
2014,2014-09-14,2,2,31.054,ATL,CIN,True,11,46,4.18,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,25,37%,0,0%,0,0%,True,False,10,24,Steven Jackson
2014,2014-09-18,3,3,31.058,ATL,TAM,True,14,54,3.86,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,21,31%,0,0%,2,6%,False,True,56,14,Steven Jackson
2014,2014-09-28,4,4,31.068,ATL,MIN,True,13,49,3.77,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,30,45%,0,0%,0,0%,True,False,28,41,Steven Jackson
2014,2014-10-05,5,5,31.075,ATL,NYG,True,13,37,2.85,1,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,26,36%,0,0%,0,0%,True,False,20,30,Steven Jackson
2014,2014-10-12,6,6,31.082,ATL,CHI,True,6,25,4.17,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,20,36%,0,0%,0,0%,False,False,13,27,Steven Jackson
2014,2014-10-19,7,7,31.089,ATL,BAL,True,8,22,2.75,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,25,38%,0,0%,0,0%,True,False,7,29,Steven Jackson
2014,2014-10-26,8,8,31.096,ATL,DET,True,18,60,3.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,30,50%,0,0%,0,0%,False,False,21,22,Steven Jackson
2014,2014-11-09,9,10,31.110,ATL,TAM,True,16,81,5.06,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,31,47%,0,0%,0,0%,True,True,27,17,Steven Jackson
2014,2014-11-16,10,11,31.117,ATL,CAR,True,17,41,2.41,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,37,50%,0,0%,0,0%,True,True,19,17,Steven Jackson
2014,2014-11-23,11,12,31.124,ATL,CLE,True,13,34,2.62,1,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,37,52%,0,0%,0,0%,False,False,24,26,Steven Jackson
2014,2014-11-30,12,13,31.131,ATL,ARI,True,18,101,5.61,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,35,44%,0,0%,0,0%,False,True,29,18,Steven Jackson
2014,2014-12-08,13,14,31.139,ATL,GNB,True,16,50,3.13,1,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,False,37,43,Steven Jackson
2014,2014-12-14,14,15,31.145,ATL,PIT,True,11,46,4.18,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,27,45%,0,0%,0,0%,False,False,20,27,Steven Jackson
2014,2014-12-21,15,16,31.152,ATL,NOR,True,4,9,2.25,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,11,17%,0,0%,0,0%,True,True,30,14,Steven Jackson
2014,2014-12-28,16,17,,ATL,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,34,Steven Jackson
2015,2015-12-27,15,16,32.158,NWE,NYJ,False,7,15,2.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,9,16%,0,0%,0,0%,True,False,20,26,Steven Jackson
2015,2016-01-03,16,17,32.165,NWE,MIA,True,14,35,2.50,1,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,24,40%,0,0%,0,0%,True,False,10,20,Steven Jackson
,160 Games,,,,,,False,2764,11438,4.14,69,628,461,3683,7.99,9,73.4%,5.86,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00,4,79,19.75,0,2,78,472,23,15,0,10,-9,0,,,,,,,False,False,107,1,Steven Jackson
